# This ASPECT-compatible file contains data to calculate the thermodynamic driving force in the PhaseTransitionKinetics material model. This table is for olivine <==> wadsleyite evaluated along an isentrope produced by the BurnMan software.
# POINTS: 501
#
# pressure (Pa), temperature (K), density a (kg/m3), density b (kg/m3), thermal expansivity a (1/K), thermal expansivity b (1/K), specific heat a (J/K/kg), specific heat b (J/K/kg), compressibility a (1/Pa), compressibility b (1/Pa), seismic Vp a (m/s), seismic Vp b (m/s), seismic dVp/dT a (m/s/K), seismic dVp/dT b (m/s/K), seismic Vs a (m/s), seismic Vs b (m/s), seismic dVs/dT a (m/s/K), seismic dVs/dT b (m/s/K), molar internal energy a (J/mol), molar internal energy b (J/mol), molar Gibbs a (J/mol), molar Gibbs b (J/mol), molar entropy a (J/mol), molar entropy b (J/mol), molar volume a (m^3/mol), molar volume b (m^3/mol), delta density (kg/m3), delta thermal expansivity (1/K), delta specific heat (J/K/kg), delta compressibility (1/Pa), delta internal energy (J/mol), delta molar Gibbs (J/mol), delta molar entropy (J/K/mol), delta molar volume (m^3/mol)
pressure	temperature	density_a	density_b	thermal_expansivity_a	thermal_expansivity_b	specific_heat_a	specific_heat_b	compressibility_a	compressibility_b	pressure_wave_velocity_a	pressure_wave_velocity_b	pressure_wave_velocity_T_derivative_a	pressure_wave_velocity_T_derivative_b	shear_wave_velocity_a	shear_wave_velocity_b	shear_wave_velocity_T_derivative_a	shear_wave_velocity_T_derivative_b	molar_internal_energy_a	molar_internal_energy_b	molar_gibbs_a	molar_gibbs_b	molar_entropy_a	molar_entropy_b	molar_volume_a	molar_volume_b	delta_density	delta_thermal_expansivity	delta_specific_heat	delta_compressibility	delta_molar_internal_energy	delta_molar_gibbs	delta_molar_entropy	delta_molar_volume
1.0000000000e+05	1.5730000000e+03	3.3260606826e+03	3.5874959554e+03	4.2408412614e-05	4.0968855704e-05	1.2106060504e+03	1.2217986005e+03	9.4035235877e-12	7.0348508922e-12	7.3826929083e+03	8.3268972160e+03	-6.8743728493e-01	-6.7057964749e-01	4.1107902434e+03	4.7207234488e+03	-4.3426651049e-01	-4.4087126656e-01	-1.6721003273e+06	-1.6480646380e+06	-2.2712606435e+06	-2.2371783236e+06	3.8090586500e+02	3.7451872799e+02	4.6093987642e-05	4.2734933197e-05	2.6143527279e+02	-1.4395569098e-06	1.1192550072e+01	-2.3686726955e-12	2.4035689328e+04	3.4082319946e+04	-6.3871370140e+00	-3.3590544443e-06
2.7209980000e+08	1.5752464034e+03	3.3348380734e+03	3.5945905475e+03	4.1666316532e-05	4.0451428643e-05	1.2086718087e+03	1.2202258710e+03	9.2892151273e-12	6.9746168819e-12	7.4095681241e+03	8.3493610328e+03	-6.7775004303e-01	-6.6311925097e-01	4.1189278635e+03	4.7295562150e+03	-4.3069257945e-01	-4.3740698279e-01	-1.6724957580e+06	-1.6483767995e+06	-2.2595950050e+06	-2.2264070117e+06	3.8064419586e+02	3.7431314072e+02	4.5972666926e-05	4.2650587870e-05	2.5975247408e+02	-1.2148878894e-06	1.1554062255e+01	-2.3145982454e-12	2.4118958499e+04	3.3187993289e+04	-6.3310551388e+00	-3.3220790564e-06
5.4409960000e+08	1.5774814598e+03	3.3435219011e+03	3.6016324322e+03	4.0952029320e-05	3.9948154275e-05	1.2068198068e+03	1.2187017698e+03	9.1782363705e-12	6.9156122175e-12	7.4360684980e+03	8.3716000364e+03	-6.6846459724e-01	-6.5587311445e-01	4.1269267584e+03	4.7382850265e+03	-4.2725925377e-01	-4.3403857147e-01	-1.6728464026e+06	-1.6486593357e+06	-2.2479572069e+06	-2.2156538087e+06	3.8039087203e+02	3.7411233239e+02	4.5853266267e-05	4.2567197760e-05	2.5811053113e+02	-1.0038750449e-06	1.1881963016e+01	-2.2626241530e-12	2.4187066932e+04	3.2303398243e+04	-6.2785396366e+00	-3.2860685073e-06
8.1609940000e+08	1.5797052551e+03	3.3521151180e+03	3.6086228039e+03	4.0263909249e-05	3.9458430203e-05	1.2050448120e+03	1.2172240630e+03	9.0704251439e-12	6.8577952119e-12	7.4622079584e+03	8.3936199455e+03	-6.5955424498e-01	-6.4883172456e-01	4.1347918671e+03	4.7469124975e+03	-4.2395805244e-01	-4.3076194603e-01	-1.6731537970e+06	-1.6489129830e+06	-2.2363467926e+06	-2.2049185050e+06	3.8014552884e+02	3.7391614072e+02	4.5735720464e-05	4.2484739561e-05	2.5650768594e+02	-8.0547904562e-07	1.2179250956e+01	-2.2126299321e-12	2.4240814021e+04	3.1428287606e+04	-6.2293881203e+00	-3.2509809028e-06
1.0880992000e+09	1.5821057384e+03	3.3605955208e+03	3.6155363161e+03	3.9602924949e-05	3.8984032640e-05	1.2033608237e+03	1.2158121779e+03	8.9659561950e-12	6.8013452626e-12	7.4878772577e+03	8.4153055923e+03	-6.5103237108e-01	-6.4202475558e-01	4.1424487867e+03	4.7553608039e+03	-4.2079893906e-01	-4.2759415601e-01	-1.6733851059e+06	-1.6491037685e+06	-2.2248346944e+06	-2.1942711081e+06	3.7992973138e+02	3.7374654639e+02	4.5620307190e-05	4.2403501609e-05	2.5494079533e+02	-6.1889230901e-07	1.2451354222e+01	-2.1646109324e-12	2.4281337428e+04	3.0563586305e+04	-6.1831849909e+00	-3.2168055804e-06
1.3600990000e+09	1.5872728551e+03	3.3686266680e+03	3.6220133285e+03	3.9000303149e-05	3.8555640844e-05	1.2020146849e+03	1.2147542543e+03	8.8690095562e-12	6.7491598770e-12	7.5114277177e+03	8.4350196167e+03	-6.4336907340e-01	-6.3595490481e-01	4.1488213532e+03	4.7625342659e+03	-4.1800964879e-01	-4.2481073676e-01	-1.6730711320e+06	-1.6487562071e+06	-2.2144042401e+06	-2.1846793000e+06	3.8004386659e+02	3.7390730789e+02	4.5511543757e-05	4.2327674168e-05	2.5338666049e+02	-4.4466230414e-07	1.2739569311e+01	-2.1198496793e-12	2.4314924900e+04	2.9724940105e+04	-6.1365586999e+00	-3.1838695886e-06
1.6320988000e+09	1.5923977413e+03	3.3765893640e+03	3.6284542964e+03	3.8416571893e-05	3.8136877302e-05	1.2007155381e+03	1.2137214239e+03	8.7744569368e-12	6.6978634833e-12	7.5347193910e+03	8.4545867212e+03	-6.3596615254e-01	-6.3002689840e-01	4.1551030171e+03	4.7696438158e+03	-4.1531277547e-01	-4.2209024316e-01	-1.6727275621e+06	-1.6483910308e+06	-2.2039877135e+06	-2.1750930552e+06	3.8015899268e+02	3.7406630526e+02	4.5404218124e-05	4.2252537162e-05	2.5186493238e+02	-2.7969459075e-07	1.3005885801e+01	-2.0765934536e-12	2.4336531284e+04	2.8894658246e+04	-6.0926874149e+00	-3.1516809620e-06
1.9040986000e+09	1.5974809127e+03	3.3844853156e+03	3.6348597894e+03	3.7850814417e-05	3.7727416666e-05	1.1994609134e+03	1.2127127927e+03	8.6822022053e-12	6.6474322147e-12	7.5577598088e+03	8.4740095362e+03	-6.2881115749e-01	-6.2423580133e-01	4.1612964171e+03	4.7766906204e+03	-4.1270419143e-01	-4.1943055212e-01	-1.6723552955e+06	-1.6480086000e+06	-2.1935849199e+06	-2.1655123582e+06	3.8027498905e+02	3.7422354961e+02	4.5298290790e-05	4.2178078078e-05	2.5037447374e+02	-1.2339775085e-07	1.3251879316e+01	-2.0347699906e-12	2.4346695414e+04	2.8072561761e+04	-6.0514394416e+00	-3.1202127111e-06
2.1760984000e+09	1.6025686932e+03	3.3923103548e+03	3.6412241337e+03	3.7302698974e-05	3.7327462498e-05	1.1982526850e+03	1.2117324040e+03	8.5922252851e-12	6.5978920654e-12	7.5805276344e+03	8.4932622727e+03	-6.2189695992e-01	-6.1858533545e-01	4.1673852763e+03	4.7836567137e+03	-4.1018308712e-01	-4.1683429268e-01	-1.6719469423e+06	-1.6476009096e+06	-2.1832131002e+06	-2.1559543470e+06	3.8039699586e+02	3.7438436385e+02	4.5193801264e-05	4.2104356768e-05	2.4891377893e+02	2.4763523936e-08	1.3479719026e+01	-1.9943332197e-12	2.4346032625e+04	2.7258753210e+04	-6.0126320008e+00	-3.0894444955e-06
2.4480982000e+09	1.6078215022e+03	3.4000462453e+03	3.6475264773e+03	3.6773143308e-05	3.6938429458e-05	1.1971026792e+03	1.2107960040e+03	8.5046743265e-12	6.5493853165e-12	7.6029321515e+03	8.5122500888e+03	-6.1523511392e-01	-6.1310121242e-01	4.1733070965e+03	4.7904772650e+03	-4.0775704580e-01	-4.1431641278e-01	-1.6714747004e+06	-1.6471392930e+06	-2.1729329448e+06	-2.1464789287e+06	3.8054310015e+02	3.7456716230e+02	4.5090974928e-05	4.2031607160e-05	2.4748023200e+02	1.6528614959e-07	1.3693324860e+01	-1.9552890100e-12	2.4335407466e+04	2.6454016112e+04	-5.9759378503e+00	-3.0593677677e-06
2.7200980000e+09	1.6131589742e+03	3.4077053927e+03	3.6537788757e+03	3.6260311017e-05	3.6559003870e-05	1.1960006853e+03	1.2098934048e+03	8.4193254188e-12	6.5017944441e-12	7.6250330905e+03	8.5310279118e+03	-6.0880336230e-01	-6.0776245791e-01	4.1790984130e+03	4.7971882164e+03	-4.0541676731e-01	-4.1186424961e-01	-1.6709541596e+06	-1.6466390553e+06	-2.1627135863e+06	-2.1370558988e+06	3.8070372188e+02	3.7476237651e+02	4.4989628602e-05	4.1959682076e-05	2.4607348300e+02	2.9869285333e-07	1.3892719443e+01	-1.9175309747e-12	2.4315104338e+04	2.5657687456e+04	-5.9413453702e+00	-3.0299465254e-06
2.9920978000e+09	1.6185831725e+03	3.4152895371e+03	3.6599820324e+03	3.5763401491e-05	3.6188840658e-05	1.1949443517e+03	1.2090234436e+03	8.3360909916e-12	6.4550932343e-12	7.6468378435e+03	8.5495989545e+03	-6.0258763609e-01	-6.0255041641e-01	4.1847615616e+03	4.8037907698e+03	-4.0315739468e-01	-4.0947295314e-01	-1.6703859747e+06	-1.6461004077e+06	-2.1525555178e+06	-2.1276859082e+06	3.8087877956e+02	3.7497003419e+02	4.4889722624e-05	4.1888566294e-05	2.4469249533e+02	4.2543916770e-07	1.4079091832e+01	-1.8809977573e-12	2.4285567029e+04	2.4869609602e+04	-5.9087453692e+00	-3.0011563298e-06
3.2640976000e+09	1.6238057063e+03	3.4228354207e+03	3.6661747671e+03	3.5278751093e-05	3.5824660753e-05	1.1939072287e+03	1.2081559532e+03	8.2544875028e-12	6.4089705412e-12	7.6685267126e+03	8.5681398533e+03	-5.9653322036e-01	-5.9742933716e-01	4.1904152125e+03	4.8104043711e+03	-4.0095308023e-01	-4.0711823628e-01	-1.6698224260e+06	-1.6455759235e+06	-2.1423485691e+06	-2.1182606453e+06	3.8103546074e+02	3.7515703560e+02	4.4790760045e-05	4.1817810045e-05	2.4333934639e+02	5.4590966088e-07	1.4248724538e+01	-1.8455169616e-12	2.4246502450e+04	2.4087923774e+04	-5.8784251386e+00	-2.9729499999e-06
3.5360974000e+09	1.6278372902e+03	3.4304618122e+03	3.6724859027e+03	3.4796293757e-05	3.5456533647e-05	1.1928076378e+03	1.2071936174e+03	8.1731362286e-12	6.3624624069e-12	7.6906867187e+03	8.5872364757e+03	-5.9048953161e-01	-5.9223004841e-01	4.1964549062e+03	4.8174294130e+03	-3.9872821891e-01	-4.0470659217e-01	-1.6694394981e+06	-1.6452436623e+06	-2.1317152923e+06	-2.1084085834e+06	3.8106276192e+02	3.7521112069e+02	4.4691183985e-05	4.1745946495e-05	2.4202409057e+02	6.6023988970e-07	1.4385979551e+01	-1.8106738217e-12	2.4195835807e+04	2.3306708971e+04	-5.8516412242e+00	-2.9452374895e-06
3.8080972000e+09	1.6319383852e+03	3.4380166012e+03	3.6787494180e+03	3.4328366200e-05	3.5097242982e-05	1.1917507898e+03	1.2062633008e+03	8.0937429298e-12	6.3168089600e-12	7.7125662800e+03	8.6061335863e+03	-5.8464228645e-01	-5.8716246422e-01	4.2023754040e+03	4.8243517404e+03	-3.9657750657e-01	-4.0235603417e-01	-1.6690132719e+06	-1.6448762579e+06	-2.1211355388e+06	-2.0986022853e+06	3.8110302982e+02	3.7527641046e+02	4.4592978390e-05	4.1674868979e-05	2.4073281680e+02	7.6887678254e-07	1.4512510962e+01	-1.7769339698e-12	2.4137013965e+04	2.2533253479e+04	-5.8266193611e+00	-2.9181094110e-06
4.0800970000e+09	1.6360641435e+03	3.4455068370e+03	3.6849719744e+03	3.3873876214e-05	3.4746036937e-05	1.1907310176e+03	1.2053594646e+03	8.0161731864e-12	6.2719428523e-12	7.7341991230e+03	8.6248615204e+03	-5.7897648465e-01	-5.8221458869e-01	4.2081972662e+03	4.8311912642e+03	-3.9449462462e-01	-4.0006036716e-01	-1.6685525679e+06	-1.6444822776e+06	-2.1105919053e+06	-2.0888247608e+06	3.8115100028e+02	3.7534766773e+02	4.4496037086e-05	4.1604495520e-05	2.3946513740e+02	8.7216072282e-07	1.4628446947e+01	-1.7442303341e-12	2.4070290295e+04	2.1767144521e+04	-5.8033325490e+00	-2.8915415663e-06
4.3520968000e+09	1.6400736539e+03	3.4529502315e+03	3.6911722137e+03	3.3430980959e-05	3.4401334704e-05	1.1897356821e+03	1.2044678684e+03	7.9401845891e-12	6.2277138251e-12	7.7556723663e+03	8.6435050619e+03	-5.7346137637e-01	-5.7736078226e-01	4.2139781623e+03	4.8380056393e+03	-3.9246582993e-01	-3.9780550764e-01	-1.6680829823e+06	-1.6440873299e+06	-2.1000303709e+06	-2.0790229476e+06	3.8119080899e+02	3.7540891010e+02	4.4400118658e-05	4.1534610450e-05	2.3822198213e+02	9.7035374468e-07	1.4732186355e+01	-1.7124707640e-12	2.3995652441e+04	2.1007423373e+04	-5.7818988857e+00	-2.8655082075e-06
4.6240966000e+09	1.6436823323e+03	3.4603803533e+03	3.6973862627e+03	3.2996775875e-05	3.4060397503e-05	1.1887421795e+03	1.2035618204e+03	7.8653798558e-12	6.1838545490e-12	7.7771520419e+03	8.6622284604e+03	-5.6805531994e-01	-5.7255637075e-01	4.2198308238e+03	4.8449080544e+03	-3.9046982993e-01	-3.9556622732e-01	-1.6676550450e+06	-1.6437423293e+06	-2.0893421335e+06	-2.0690898141e+06	3.8119086132e+02	3.7542822962e+02	4.4304782813e-05	4.1464804893e-05	2.3700590949e+02	1.0636216288e-06	1.4819640930e+01	-1.6815253068e-12	2.3912715731e+04	2.0252319403e+04	-5.7626316994e+00	-2.8399779193e-06
4.8960964000e+09	1.6473051353e+03	3.4677501389e+03	3.7035616954e+03	3.2574510061e-05	3.3726880508e-05	1.1877815140e+03	1.2026799906e+03	7.7922259245e-12	6.1407286680e-12	7.7984038014e+03	8.6807933446e+03	-5.6280926487e-01	-5.6786191819e-01	4.2255937667e+03	4.8517340054e+03	-3.8853412212e-01	-3.9337748512e-01	-1.6671963067e+06	-1.6433734801e+06	-2.0786850624e+06	-2.0591809582e+06	3.8119727957e+02	3.7545238719e+02	4.4210624716e-05	4.1395665203e-05	2.3581155649e+02	1.1523704473e-06	1.4898476683e+01	-1.6514972565e-12	2.3822826573e+04	1.9504104158e+04	-5.7448923833e+00	-2.8149595134e-06
5.1680962000e+09	1.6509421460e+03	3.4750609772e+03	3.7096991993e+03	3.2163672557e-05	3.3400533346e-05	1.1868521686e+03	1.2018214994e+03	7.7206633830e-12	6.0983160793e-12	7.8194334913e+03	8.6992028388e+03	-5.5771573879e-01	-5.6327467166e-01	4.2312691563e+03	4.8584849408e+03	-3.8665598343e-01	-3.9123783476e-01	-1.6667074764e+06	-1.6429811944e+06	-2.0680588961e+06	-2.0492962499e+06	3.8120990259e+02	3.7548129097e+02	4.4117614339e-05	4.1327178233e-05	2.3463822202e+02	1.2368607891e-06	1.4969330853e+01	-1.6223473037e-12	2.3726282003e+04	1.8762646138e+04	-5.7286116261e+00	-2.7904361061e-06
5.4400960000e+09	1.6544843553e+03	3.4823262090e+03	3.7158127524e+03	3.1762927426e-05	3.3080206850e-05	1.1859449199e+03	1.2009758671e+03	7.6505138381e-12	6.0565064772e-12	7.8403068378e+03	8.7175206085e+03	-5.5275370132e-01	-5.5877290211e-01	4.2369010020e+03	4.8652045787e+03	-3.8482574038e-01	-3.8913579966e-01	-1.6662082394e+06	-1.6425851445e+06	-2.0574217922e+06	-2.0393945974e+06	3.8121659101e+02	3.7550271763e+02	4.4025571069e-05	4.1259183445e-05	2.3348654344e+02	1.3172794232e-06	1.5030947174e+01	-1.5940073609e-12	2.3623094930e+04	1.8027194784e+04	-5.7138733723e+00	-2.7663876241e-06
5.7120958000e+09	1.6578414479e+03	3.4895567145e+03	3.7219138465e+03	3.1371198779e-05	3.2764985932e-05	1.1850524731e+03	1.2001347938e+03	7.5816326956e-12	6.0152110056e-12	7.8610773392e+03	8.7357986755e+03	-5.4790614143e-01	-5.5434229094e-01	4.2425253862e+03	4.8719287640e+03	-3.8303542879e-01	-3.8706347075e-01	-1.6657148321e+06	-1.6422015235e+06	-2.0467390390e+06	-2.0294419230e+06	3.8120739104e+02	3.7550664420e+02	4.3934348270e-05	4.1191549919e-05	2.3235713202e+02	1.3937871532e-06	1.5082320713e+01	-1.5664216900e-12	2.3513308548e+04	1.7297116001e+04	-5.7007468394e+00	-2.7427983511e-06
5.9840956000e+09	1.6612157417e+03	3.4967310687e+03	3.7279779753e+03	3.0989689641e-05	3.2456387026e-05	1.1841882682e+03	1.1993156628e+03	7.5142015044e-12	5.9745850955e-12	7.8816372535e+03	8.7539257636e+03	-5.4319335322e-01	-5.5001020948e-01	4.2480660161e+03	4.8785796141e+03	-3.8129645282e-01	-3.8503664766e-01	-1.6651925814e+06	-1.6417948954e+06	-2.0360874875e+06	-2.0195140398e+06	3.8120444866e+02	3.7551555808e+02	4.3844206771e-05	4.1124545535e-05	2.3124690659e+02	1.4666973844e-06	1.5127394552e+01	-1.5396164089e-12	2.3397685977e+04	1.6573447730e+04	-5.6888905818e+00	-2.7196612359e-06
6.2560954000e+09	1.6646017272e+03	3.5038511012e+03	3.7340064260e+03	3.0617945098e-05	3.2154151637e-05	1.1833506912e+03	1.1985172358e+03	7.4481647652e-12	5.9346066616e-12	7.9019946844e+03	8.7719077354e+03	-5.3860944582e-01	-5.4577224497e-01	4.2535269070e+03	4.8851605831e+03	-3.7960672464e-01	-3.8305322046e-01	-1.6646430742e+06	-1.6413666166e+06	-2.0254647678e+06	-2.0096087263e+06	3.8120701360e+02	3.7552875840e+02	4.3755112753e-05	4.1058151088e-05	2.3015532479e+02	1.5362065383e-06	1.5166544659e+01	-1.5135581036e-12	2.3276457534e+04	1.5856041471e+04	-5.6782551933e+00	-2.6969616648e-06
6.5280952000e+09	1.6678915434e+03	3.5109294521e+03	3.7400126635e+03	3.0254817179e-05	3.1857248388e-05	1.1825313839e+03	1.1977297649e+03	7.3833652670e-12	5.8951747047e-12	7.9222121238e+03	8.7898057642e+03	-5.3414032826e-01	-5.4161138887e-01	4.2589506551e+03	4.8917140604e+03	-3.7795860851e-01	-3.8110373842e-01	-1.6640855385e+06	-1.6409359461e+06	-2.0148294992e+06	-1.9996853269e+06	3.8120322256e+02	3.7553428438e+02	4.3666898492e-05	4.0992214143e-05	2.2908321137e+02	1.6024312088e-06	1.5198381045e+01	-1.4881905623e-12	2.3149592378e+04	1.5144172361e+04	-5.6689381768e+00	-2.6746843493e-06
6.8000950000e+09	1.6710126295e+03	3.5179744520e+03	3.7460055685e+03	2.9899506478e-05	3.1564991490e-05	1.1817248565e+03	1.1969469367e+03	7.3196942225e-12	5.8562219994e-12	7.9423309928e+03	8.8076601968e+03	-5.2976526239e-01	-5.3751766278e-01	4.2643657286e+03	4.8982681895e+03	-3.7634409346e-01	-3.7918231886e-01	-1.6635329432e+06	-1.6405158008e+06	-2.0041537653e+06	-1.9897164430e+06	3.8118517295e+02	3.7552417763e+02	4.3579452351e-05	4.0926634303e-05	2.2803111658e+02	1.6654850116e-06	1.5222080195e+01	-1.4634722231e-12	2.3017142390e+04	1.4437322324e+04	-5.6609953213e+00	-2.6528180479e-06
7.0720948000e+09	1.6741413226e+03	3.5249683364e+03	3.7519645289e+03	2.9552932483e-05	3.1278575223e-05	1.1809420441e+03	1.1961830515e+03	7.2572924743e-12	5.8178727592e-12	7.9622609754e+03	8.8253773116e+03	-5.2550509290e-01	-5.3350851224e-01	4.2697069238e+03	4.9047565839e+03	-3.7477335108e-01	-3.7730006993e-01	-1.6629553400e+06	-1.6400755890e+06	-1.9935045338e+06	-1.9797681487e+06	3.8117195261e+02	3.7551782392e+02	4.3492986423e-05	4.0861633637e-05	2.2699619244e+02	1.7256427400e-06	1.5241007353e+01	-1.4394197150e-12	2.2879751004e+04	1.3736385119e+04	-5.6541286818e+00	-2.6313527859e-06
7.3440946000e+09	1.6772776504e+03	3.5319121310e+03	3.7578900308e+03	2.9214762693e-05	3.0997822157e-05	1.1801819689e+03	1.1954374861e+03	7.1961192090e-12	5.7801121565e-12	7.9820063281e+03	8.8429594468e+03	-5.2135547898e-01	-5.2958092359e-01	4.2749758537e+03	4.9111803987e+03	-3.7324520795e-01	-3.7545579008e-01	-1.6623532696e+06	-1.6396156485e+06	-1.9828815664e+06	-1.9698403098e+06	3.8116344380e+02	3.7551515371e+02	4.3407478531e-05	4.0797202351e-05	2.2597789981e+02	1.7830594643e-06	1.5255517204e+01	-1.4160070525e-12	2.2737621052e+04	1.3041256586e+04	-5.6482900906e+00	-2.6102761800e-06
7.6160944000e+09	1.6803119205e+03	3.5388180520e+03	3.7637954208e+03	2.8883987293e-05	3.0721781035e-05	1.1794368262e+03	1.1947009042e+03	7.1360329752e-12	5.7428451901e-12	8.0016279206e+03	8.8604670172e+03	-5.1730041943e-01	-5.2572142777e-01	4.2802148582e+03	4.9175818294e+03	-3.7175160946e-01	-3.7364142324e-01	-1.6617460475e+06	-1.6391553612e+06	-1.9722428101e+06	-1.9598915937e+06	3.8114772601e+02	3.7550412947e+02	4.3322769848e-05	4.0733191595e-05	2.2497736875e+02	1.8377937419e-06	1.5264078017e+01	-1.3931877852e-12	2.2590686282e+04	1.2351216404e+04	-5.6435965439e+00	-2.5895782522e-06
7.8880942000e+09	1.6832248116e+03	3.5456887172e+03	3.7696830772e+03	2.8560239833e-05	3.0450204998e-05	1.1787048575e+03	1.1939715567e+03	7.0769854235e-12	5.7060486437e-12	8.0211383532e+03	8.8779109746e+03	-5.1333479420e-01	-5.2192640753e-01	4.2854321223e+03	4.9239685091e+03	-3.7029032595e-01	-3.7185489475e-01	-1.6611373792e+06	-1.6386982838e+06	-1.9615806674e+06	-1.9499146089e+06	3.8112269821e+02	3.7548266953e+02	4.3238821066e-05	4.0669572710e-05	2.2399435997e+02	1.8899651649e-06	1.5266699196e+01	-1.3709367798e-12	2.2439095345e+04	1.1666058495e+04	-5.6400286787e+00	-2.5692483566e-06
8.1600940000e+09	1.6861753297e+03	3.5525087615e+03	3.7755350883e+03	2.8244249228e-05	3.0184060283e-05	1.1779952510e+03	1.1932615615e+03	7.0190902427e-12	5.6698246292e-12	8.0404589942e+03	8.8952098247e+03	-5.0946991356e-01	-5.1821469326e-01	4.2905699124e+03	4.9302820001e+03	-3.6886865227e-01	-3.7010809743e-01	-1.6605005019e+06	-1.6382171043e+06	-1.9509555089e+06	-1.9399689245e+06	3.8110537957e+02	3.7546805280e+02	4.3155811932e-05	4.0606535607e-05	2.2302632678e+02	1.9398110546e-06	1.5266310523e+01	-1.3492656135e-12	2.2283397574e+04	1.0986584441e+04	-5.6373267610e+00	-2.5492763249e-06
8.4320938000e+09	1.6891319872e+03	3.5592823215e+03	3.7813556165e+03	2.7935542775e-05	2.9922969557e-05	1.1773052319e+03	1.1925678726e+03	6.9622835592e-12	5.6341368211e-12	8.0596098718e+03	8.9123824439e+03	-5.0569906515e-01	-5.1457216681e-01	4.2956413540e+03	4.9365351685e+03	-3.6748349996e-01	-3.6839256282e-01	-1.6598412875e+06	-1.6377176002e+06	-1.9403551036e+06	-1.9300425804e+06	3.8109227703e+02	3.7545677837e+02	4.3073683443e-05	4.0544031175e-05	2.2207329506e+02	1.9874267828e-06	1.5262640758e+01	-1.3281467381e-12	2.2123687324e+04	1.0312523169e+04	-5.6354986616e+00	-2.5296522683e-06
8.7040936000e+09	1.6919726924e+03	3.5660223277e+03	3.7871588076e+03	2.7633161148e-05	2.9665995994e-05	1.1766268253e+03	1.1918807604e+03	6.9064277259e-12	5.5988901560e-12	8.0786559163e+03	8.9294931944e+03	-5.0201174053e-01	-5.1099209877e-01	4.3006925282e+03	4.9427737019e+03	-3.6612827499e-01	-3.6670392032e-01	-1.6591809597e+06	-1.6372211069e+06	-1.9297327003e+06	-1.9200896043e+06	3.8107027286e+02	3.7543559860e+02	4.2992271475e-05	4.0481904190e-05	2.2113647984e+02	2.0328348464e-06	1.5253935138e+01	-1.3075375699e-12	2.1959852830e+04	9.6430959818e+03	-5.6346742571e+00	-2.5103672853e-06
8.9760934000e+09	1.6946983585e+03	3.5727291980e+03	3.7929448307e+03	2.7336913735e-05	2.9413046298e-05	1.1759596736e+03	1.1912001154e+03	6.8514986603e-12	5.5640764384e-12	8.0975987405e+03	8.9465427106e+03	-4.9839476354e-01	-5.0746195915e-01	4.3057239167e+03	4.9489977713e+03	-3.6479925135e-01	-3.6503825023e-01	-1.6585197053e+06	-1.6367276434e+06	-1.9190884336e+06	-1.9101102138e+06	3.8103945600e+02	3.7540463248e+02	4.2911564663e-05	4.0420150264e-05	2.2021563275e+02	2.0761325626e-06	1.5240441853e+01	-1.2874222219e-12	2.1792061937e+04	8.9782197760e+03	-5.6348235255e+00	-2.4914143986e-06
9.2480932000e+09	1.6974288680e+03	3.5793918879e+03	3.7987005273e+03	2.7047263578e-05	2.9164776250e-05	1.1753102611e+03	1.1905346178e+03	6.7975703070e-12	5.5297662184e-12	8.1163812184e+03	8.9634712114e+03	-4.9486610638e-01	-5.0400485743e-01	4.3106927865e+03	4.9551641282e+03	-3.6350427647e-01	-3.6340595589e-01	-1.6578375389e+06	-1.6362168073e+06	-1.9084677726e+06	-1.9001492888e+06	3.8101254037e+02	3.7537679706e+02	4.2831688958e-05	4.0358906657e-05	2.1930863947e+02	2.1175126715e-06	1.5224356734e+01	-1.2678040886e-12	2.1620731528e+04	8.3184837234e+03	-5.6357433057e+00	-2.4727823012e-06
9.5200930000e+09	1.7001642338e+03	3.5860112008e+03	3.8044263700e+03	2.6763983792e-05	2.8921051148e-05	1.1746779261e+03	1.1898837951e+03	6.7446134014e-12	5.4959475650e-12	8.1350066027e+03	8.9802807727e+03	-4.9141916137e-01	-5.0061400147e-01	4.3156003788e+03	4.9612737387e+03	-3.6224126779e-01	-3.6180463015e-01	-1.6571348816e+06	-1.6356888787e+06	-1.8978705086e+06	-1.8902067047e+06	3.8098943682e+02	3.7535203245e+02	4.2752627200e-05	4.0298164583e-05	2.1841516919e+02	2.1570673560e-06	1.5205869023e+01	-1.2486658364e-12	2.1446002909e+04	7.6638038205e+03	-5.6374043738e+00	-2.4544626167e-06
9.7920928000e+09	1.7030838158e+03	3.5925708596e+03	3.8101032022e+03	2.6487790727e-05	2.8682814946e-05	1.1740720652e+03	1.1892601075e+03	6.6927412355e-12	5.4627223079e-12	8.1533905340e+03	8.9968841769e+03	-4.8806509771e-01	-4.9730517110e-01	4.3203831546e+03	4.9672629203e+03	-3.6101773962e-01	-3.6024436965e-01	-1.6563818440e+06	-1.6351134573e+06	-1.8873647651e+06	-1.8803496553e+06	3.8098901497e+02	3.7534948269e+02	4.2674565371e-05	4.0238122660e-05	2.1753234261e+02	2.1950242194e-06	1.5188042302e+01	-1.2300189276e-12	2.1268386755e+04	7.0151097696e+03	-5.6395322725e+00	-2.4364427109e-06
