# This ASPECT-compatible file contains data to calculate the thermodynamic driving force in the PhaseTransitionKinetics material model. This table is for olivine <==> wadsleyite evaluated along an isentrope produced by the BurnMan software.
# POINTS: 501
#
# pressure (Pa), temperature (K), density a (kg/m3), density b (kg/m3), thermal expansivity a (1/K), thermal expansivity b (1/K), specific heat a (J/K/kg), specific heat b (J/K/kg), compressibility a (1/Pa), compressibility b (1/Pa), seismic Vp a (m/s), seismic Vp b (m/s), seismic dVp/dT a (m/s/K), seismic dVp/dT b (m/s/K), seismic Vs a (m/s), seismic Vs b (m/s), seismic dVs/dT a (m/s/K), seismic dVs/dT b (m/s/K), molar internal energy a (J/mol), molar internal energy b (J/mol), molar Gibbs a (J/mol), molar Gibbs b (J/mol), molar entropy a (J/mol), molar entropy b (J/mol), molar volume a (m^3/mol), molar volume b (m^3/mol), delta density (kg/m3), delta thermal expansivity (1/K), delta specific heat (J/K/kg), delta compressibility (1/Pa), delta internal energy (J/mol), delta molar Gibbs (J/mol), delta molar entropy (J/K/mol), delta molar volume (m^3/mol)
pressure	temperature	density_a	density_b	thermal_expansivity_a	thermal_expansivity_b	specific_heat_a	specific_heat_b	compressibility_a	compressibility_b	pressure_wave_velocity_a	pressure_wave_velocity_b	pressure_wave_velocity_T_derivative_a	pressure_wave_velocity_T_derivative_b	shear_wave_velocity_a	shear_wave_velocity_b	shear_wave_velocity_T_derivative_a	shear_wave_velocity_T_derivative_b	molar_internal_energy_a	molar_internal_energy_b	molar_gibbs_a	molar_gibbs_b	molar_entropy_a	molar_entropy_b	molar_volume_a	molar_volume_b	delta_density	delta_thermal_expansivity	delta_specific_heat	delta_compressibility	delta_molar_internal_energy	delta_molar_gibbs	delta_molar_entropy	delta_molar_volume
2.5568081200e+10	1.8692650035e+03	3.9197462528e+03	4.1012750666e+03	1.6654767580e-05	1.9609563126e-05	1.1543282921e+03	1.1672290255e+03	4.6989554241e-12	4.0904741492e-12	9.0341304054e+03	9.8132294471e+03	-3.7113298018e-01	-3.7343660993e-01	4.5268285272e+03	5.2457893273e+03	-3.2092139236e-01	-3.0189494077e-01	-1.5897808413e+06	-1.5816921315e+06	-1.3078481735e+06	-1.3320132450e+06	3.8416223741e+02	3.7773764515e+02	3.9112582834e-05	3.7381399079e-05	1.8152881387e+02	2.9547955463e-06	1.2900733372e+01	-6.0848127490e-13	8.0887097958e+03	-2.4165071541e+04	-6.4245922627e+00	-1.7311837548e-06
2.5840081000e+10	1.8723821123e+03	3.9246655288e+03	4.1057478073e+03	1.6549977481e-05	1.9506639892e-05	1.1541494875e+03	1.1670129040e+03	4.6759512055e-12	4.0735380319e-12	9.0468270172e+03	9.8252302921e+03	-3.6991814570e-01	-3.7206061326e-01	4.5293834665e+03	5.2495807903e+03	-3.2055949466e-01	-3.0125677465e-01	-1.5882993428e+06	-1.5804594724e+06	-1.2984138928e+06	-1.3230286593e+06	3.8428056500e+02	3.7783702555e+02	3.9063558123e-05	3.7340676338e-05	1.8108227848e+02	2.9566624106e-06	1.2863416464e+01	-6.0241317354e-13	7.8398704298e+03	-2.4614766434e+04	-6.4435394523e+00	-1.7228817849e-06
2.6112080800e+10	1.8752203539e+03	3.9295843669e+03	4.1102285145e+03	1.6445986741e-05	1.9404193778e-05	1.1539647124e+03	1.1667878210e+03	4.6531065007e-12	4.0566779123e-12	9.0595654108e+03	9.8372823390e+03	-3.6871081807e-01	-3.7068906018e-01	4.5320040963e+03	5.2534314664e+03	-3.2019648649e-01	-3.0061749983e-01	-1.5868552722e+06	-1.5792643885e+06	-1.2888860824e+06	-1.3139500406e+06	3.8437337574e+02	3.7791051030e+02	3.9014660505e-05	3.7299969931e-05	1.8064414755e+02	2.9582070369e-06	1.2823108569e+01	-5.9642858838e-13	7.5908837554e+03	-2.5063958222e+04	-6.4628654453e+00	-1.7146905736e-06
2.6384080600e+10	1.8781027335e+03	3.9344819157e+03	4.1146913847e+03	1.6343375315e-05	1.9302998262e-05	1.1537842564e+03	1.1665677788e+03	4.6305210034e-12	4.0399858208e-12	9.0722265607e+03	9.8492656755e+03	-3.6752061456e-01	-3.6933531048e-01	4.5345870709e+03	5.2572441757e+03	-3.1984125042e-01	-2.9998743943e-01	-1.5853969508e+06	-1.5780552253e+06	-1.2793887650e+06	-1.3048993577e+06	3.8447121052e+02	3.7798898443e+02	3.8966095991e-05	3.7259513695e-05	1.8020946907e+02	2.9596229474e-06	1.2783522333e+01	-5.9053518265e-13	7.3417255754e+03	-2.5510592727e+04	-6.4822260914e+00	-1.7065822958e-06
2.6656080400e+10	1.8809964767e+03	3.9393605034e+03	4.1191391822e+03	1.6242056572e-05	1.9202952796e-05	1.1536070040e+03	1.1663512868e+03	4.6081799764e-12	4.0234498730e-12	9.0848233109e+03	9.8611930619e+03	-3.6634621432e-01	-3.6799769223e-01	4.5371431700e+03	5.2610290592e+03	-3.1949274679e-01	-2.9936539616e-01	-1.5839297255e+06	-1.5768373109e+06	-1.2699092694e+06	-1.2958641730e+06	3.8457095102e+02	3.7806929787e+02	3.8917839549e-05	3.7219281316e-05	1.7977867876e+02	2.9608962246e-06	1.2744282814e+01	-5.8473010336e-13	7.0924145833e+03	-2.5954903596e+04	-6.5016531495e+00	-1.6985582339e-06
2.6928080200e+10	1.8837363363e+03	3.9442308471e+03	4.1235850614e+03	1.6141714130e-05	1.9103653051e-05	1.1534277576e+03	1.1661312949e+03	4.5860289007e-12	4.0070217695e-12	9.0974167139e+03	9.8731256461e+03	-3.6518248467e-01	-3.6666928159e-01	4.5397254002e+03	5.2648357471e+03	-3.1914635275e-01	-2.9874606849e-01	-1.5824801189e+06	-1.5756371079e+06	-1.2603839553e+06	-1.2867819458e+06	3.8465706480e+02	3.7813575001e+02	3.8869783728e-05	3.7179153023e-05	1.7935421433e+02	2.9619389208e-06	1.2703537274e+01	-5.7900713122e-13	6.8430110484e+03	-2.6397990532e+04	-6.5213147991e+00	-1.6906307055e-06
2.7200080000e+10	1.8863619015e+03	3.9490904760e+03	4.1280258924e+03	1.6042403888e-05	1.9005183884e-05	1.1532477761e+03	1.1659095322e+03	4.5640773830e-12	3.9907115682e-12	9.1099924826e+03	9.8850488609e+03	-3.6403042575e-01	-3.6535158530e-01	4.5423212350e+03	5.2686523919e+03	-3.1880308724e-01	-2.9813066672e-01	-1.5810418580e+06	-1.5744483254e+06	-1.2508279358e+06	-1.2776675619e+06	3.8473331719e+02	3.7819215186e+02	3.8821951771e-05	3.7139156584e-05	1.7893541638e+02	2.9627799960e-06	1.2661756035e+01	-5.7336581485e-13	6.5935325625e+03	-2.6839626077e+04	-6.5411653350e+00	-1.6827951873e-06
2.7472079800e+10	1.8889933276e+03	3.9539318897e+03	4.1324522921e+03	1.5944316777e-05	1.8907809050e-05	1.1530707523e+03	1.1656910465e+03	4.5423584978e-12	3.9745508653e-12	9.1225072735e+03	9.8969189877e+03	-3.6289328797e-01	-3.6405328217e-01	4.5448925436e+03	5.2724432564e+03	-3.1846611888e-01	-2.9752509541e-01	-1.5795958063e+06	-1.5732518455e+06	-1.2412873434e+06	-1.2685663942e+06	3.8481098776e+02	3.7824991074e+02	3.8774416019e-05	3.7099375664e-05	1.7852040246e+02	2.9634922726e-06	1.2620294219e+01	-5.6780763245e-13	6.3439607969e+03	-2.7279050782e+04	-6.5610770201e+00	-1.6750403547e-06
2.7744079600e+10	1.8916306342e+03	3.9587552710e+03	4.1368644153e+03	1.5847429700e-05	1.8811509303e-05	1.1528966254e+03	1.1654757758e+03	4.5208683712e-12	3.9585373894e-12	9.1349617426e+03	9.9087366347e+03	-3.6177078422e-01	-3.6276185561e-01	4.5474395732e+03	5.2762086334e+03	-3.1813533237e-01	-2.9692246280e-01	-1.5781420488e+06	-1.5720477356e+06	-1.2317621103e+06	-1.2594783962e+06	3.8489006096e+02	3.7830901251e+02	3.8727172938e-05	3.7059807769e-05	1.7810914435e+02	2.9640796029e-06	1.2579150364e+01	-5.6233098176e-13	6.0943131934e+03	-2.7716285918e+04	-6.5810484542e+00	-1.6673651690e-06
2.8016079400e+10	1.8941807463e+03	3.9635666121e+03	4.1412695742e+03	1.5751564286e-05	1.8716060466e-05	1.1527225220e+03	1.1652598259e+03	4.4995761348e-12	3.9426442686e-12	9.1473901097e+03	9.9205358641e+03	-3.6066003651e-01	-3.6148566174e-01	4.5499921526e+03	5.2799762932e+03	-3.1780813177e-01	-2.9632656783e-01	-1.5766955323e+06	-1.5708508961e+06	-1.2222163310e+06	-1.2503682980e+06	3.8496183612e+02	3.7836066557e+02	3.8680162340e-05	3.7020386443e-05	1.7770296210e+02	2.9644961802e-06	1.2537303882e+01	-5.5693186621e-13	5.8446362192e+03	-2.8151966945e+04	-6.6011705465e+00	-1.6597758970e-06
2.8288079200e+10	1.8966826794e+03	3.9683635831e+03	4.1456648033e+03	1.5656768976e-05	1.8621537187e-05	1.1525496105e+03	1.1650448065e+03	4.4784902267e-12	3.9268804500e-12	9.1597786797e+03	9.9323028027e+03	-3.5956193336e-01	-3.6022197306e-01	4.5525380497e+03	5.2837347884e+03	-3.1748547874e-01	-2.9573627562e-01	-1.5752500964e+06	-1.5696551614e+06	-1.2126649337e+06	-1.2412507956e+06	3.8502997023e+02	3.7840856966e+02	3.8633405632e-05	3.6981137471e-05	1.7730122025e+02	2.9647682110e-06	1.2495195962e+01	-5.5160977671e-13	5.5949349416e+03	-2.8585861886e+04	-6.6214005685e+00	-1.6522681611e-06
2.8560079000e+10	1.8991890427e+03	3.9731430588e+03	4.1500461308e+03	1.5563111479e-05	1.8528040031e-05	1.1523794353e+03	1.1648328423e+03	4.4576224968e-12	3.9112580686e-12	9.1721090500e+03	9.9440188613e+03	-3.5847769228e-01	-3.5897259238e-01	4.5550607686e+03	5.2874687327e+03	-3.1716867602e-01	-2.9515307726e-01	-1.5737974219e+06	-1.5684522214e+06	-1.2031280936e+06	-1.2321457386e+06	3.8509936300e+02	3.7845768041e+02	3.8586931739e-05	3.6942095381e-05	1.7690307197e+02	2.9649285517e-06	1.2453407063e+01	-5.4636442822e-13	5.3452004976e+03	-2.9017645031e+04	-6.6416825858e+00	-1.6448363578e-06
2.8832078800e+10	1.9016998479e+03	3.9779052111e+03	4.1544136762e+03	1.5470570847e-05	1.8435551899e-05	1.1522119415e+03	1.1646238783e+03	4.4369693983e-12	3.8957751151e-12	9.1843818349e+03	9.9556845237e+03	-3.5740705353e-01	-3.5773728308e-01	4.5575605424e+03	5.2911783537e+03	-3.1685761887e-01	-2.9457685902e-01	-1.5723375892e+06	-1.5672421452e+06	-1.1936057426e+06	-1.2230530791e+06	3.8516999981e+02	3.7850798545e+02	3.8540737364e-05	3.6903258065e-05	1.7650846507e+02	2.9649810520e-06	1.2411936826e+01	-5.4119428317e-13	5.0954439905e+03	-2.9447336493e+04	-6.6620143645e+00	-1.6374792992e-06
2.9104078600e+10	1.9041531409e+03	3.9826540042e+03	4.1587722846e+03	1.5379028013e-05	1.8343924745e-05	1.1520452492e+03	1.1644153670e+03	4.4165102328e-12	3.8804137389e-12	9.1966197196e+03	9.9673223580e+03	-3.5634810647e-01	-3.5651352873e-01	4.5600572153e+03	5.2948820941e+03	-3.1655058277e-01	-2.9400568344e-01	-1.5708805541e+06	-1.5660348435e+06	-1.1840739415e+06	-1.2139493117e+06	3.8523611872e+02	3.7855366326e+02	3.8494782585e-05	3.6864581542e-05	1.7611828047e+02	2.9648967315e-06	1.2370117820e+01	-5.3609649388e-13	4.8457105797e+03	-2.9875370155e+04	-6.6824554603e+00	-1.6302010430e-06
2.9376078400e+10	1.9065918780e+03	3.9873869328e+03	4.1631187765e+03	1.5288534221e-05	1.8253236185e-05	1.1518805984e+03	1.1642090164e+03	4.3962539908e-12	3.8651833002e-12	9.2088078447e+03	9.9789174262e+03	-3.5530179273e-01	-3.5530274254e-01	4.5625373749e+03	5.2985675094e+03	-3.1624860942e-01	-2.9344073855e-01	-1.5694195401e+06	-1.5648235443e+06	-1.1745491581e+06	-1.2048506395e+06	3.8530170808e+02	3.7859874685e+02	3.8449090240e-05	3.6826093184e-05	1.7573184373e+02	2.9647019647e-06	1.2328417972e+01	-5.3107069059e-13	4.5959958565e+03	-3.0301481461e+04	-6.7029612294e+00	-1.6229970559e-06
2.9648078200e+10	1.9090342340e+03	3.9921030427e+03	4.1674519210e+03	1.5199099268e-05	1.8163508109e-05	1.1517184771e+03	1.1640055067e+03	4.3762024588e-12	3.8500864455e-12	9.2209403021e+03	9.9904637766e+03	-3.5426836199e-01	-3.5410537017e-01	4.5649954876e+03	5.3022294511e+03	-3.1595207916e-01	-2.9288244561e-01	-1.5679517273e+06	-1.5636054185e+06	-1.1650383219e+06	-1.1957638906e+06	3.8536844151e+02	3.7864492810e+02	3.8403668031e-05	3.6787802933e-05	1.7534887823e+02	2.9644088412e-06	1.2287029518e+01	-5.2611601328e-13	4.3463088774e+03	-3.0725568665e+04	-6.7235134037e+00	-1.6158650986e-06
2.9920078000e+10	1.9114802167e+03	3.9968024945e+03	4.1717716762e+03	1.5110704159e-05	1.8074728177e-05	1.1515588358e+03	1.1638047983e+03	4.3563523900e-12	3.8351218521e-12	9.2330176649e+03	1.0001961484e+04	-3.5324758166e-01	-3.5292158665e-01	4.5674317715e+03	5.3058680473e+03	-3.1566089747e-01	-2.9233092555e-01	-1.5664771914e+06	-1.5623805601e+06	-1.1555413663e+06	-1.1866890171e+06	3.8543630540e+02	3.7869220173e+02	3.8358512889e-05	3.6749710171e-05	1.7496918168e+02	2.9640240180e-06	1.2245962426e+01	-5.2123053793e-13	4.0966313054e+03	-3.1147650752e+04	-6.7441036696e+00	-1.6088027177e-06
3.0192077800e+10	1.9138637829e+03	4.0014894188e+03	4.1760832237e+03	1.5023230233e-05	1.7986744894e-05	1.1513997266e+03	1.1636042380e+03	4.3366830272e-12	3.8202710507e-12	9.2450637673e+03	1.0013434512e+04	-3.5223752131e-01	-3.5174937411e-01	4.5698672731e+03	5.3095028644e+03	-3.1537327126e-01	-2.9178414096e-01	-1.5650065178e+06	-1.5611594802e+06	-1.1460327625e+06	-1.1776009558e+06	3.8549919428e+02	3.7873439522e+02	3.8313583757e-05	3.6711768369e-05	1.7459380491e+02	2.9635146617e-06	1.2204511456e+01	-5.1641197653e-13	3.8470376374e+03	-3.1568193239e+04	-6.7647990641e+00	-1.6018153876e-06
3.0464077600e+10	1.9162285304e+03	4.0061613078e+03	4.1803833497e+03	1.4936728273e-05	1.7899635158e-05	1.1512423826e+03	1.1634055264e+03	4.3172033056e-12	3.8055433762e-12	9.2570636549e+03	1.0024867776e+04	-3.5123911870e-01	-3.5058810739e-01	4.5722884124e+03	5.3131213010e+03	-3.1509024876e-01	-2.9124278050e-01	-1.5635328336e+06	-1.5599353221e+06	-1.1365292391e+06	-1.1685161620e+06	3.8556113530e+02	3.7877558108e+02	3.8268903377e-05	3.6674005032e-05	1.7422204184e+02	2.9629068855e-06	1.2163143786e+01	-5.1165992940e-13	3.5975114647e+03	-3.1986922868e+04	-6.7855542293e+00	-1.5948983448e-06
3.0736077400e+10	1.9185946166e+03	4.0108170971e+03	4.1846706324e+03	1.4851211557e-05	1.7813425852e-05	1.1510873417e+03	1.1632094145e+03	4.2979156098e-12	3.7909421233e-12	9.2690107523e+03	1.0036254570e+04	-3.5025267834e-01	-3.4943937973e-01	4.5746890359e+03	5.3167176628e+03	-3.1481226236e-01	-2.9070763612e-01	-1.5620530022e+06	-1.5587049552e+06	-1.1270384974e+06	-1.1594422195e+06	3.8562397741e+02	3.7881763024e+02	3.8224480520e-05	3.6636431745e-05	1.7385353530e+02	2.9622142945e-06	1.2122072809e+01	-5.0697348653e-13	3.3480470076e+03	-3.2403722038e+04	-6.8063471659e+00	-1.5880487754e-06
3.1008077200e+10	1.9209620427e+03	4.0154569373e+03	4.1889451787e+03	1.4766662865e-05	1.7728102661e-05	1.1509345596e+03	1.1630158571e+03	4.2788169674e-12	3.7764655722e-12	9.2809055952e+03	1.0047595323e+04	-3.4927798741e-01	-3.4830298666e-01	4.5770693490e+03	5.3202921522e+03	-3.1453922575e-01	-2.9017861009e-01	-1.5605670950e+06	-1.5574684418e+06	-1.1175604705e+06	-1.1503790793e+06	3.8568770812e+02	3.7886053199e+02	3.8180312327e-05	3.6599046648e-05	1.7348824141e+02	2.9614397967e-06	1.2081297445e+01	-5.0235139521e-13	3.0986532346e+03	-3.2818608815e+04	-6.8271761270e+00	-1.5812656790e-06
3.1280077000e+10	1.9232681239e+03	4.0200846766e+03	4.1932117313e+03	1.4682974836e-05	1.7643529970e-05	1.1507822326e+03	1.1628224005e+03	4.2598884946e-12	3.7620971890e-12	9.2927705450e+03	1.0058912219e+04	-3.4831329265e-01	-3.4717659670e-01	4.5794492541e+03	5.3238631258e+03	-3.1426946889e-01	-2.8965385776e-01	-1.5590851439e+06	-1.5562357539e+06	-1.1080709112e+06	-1.1413029414e+06	3.8574656486e+02	3.7889846528e+02	3.8136360882e-05	3.6561807470e-05	1.7312705470e+02	2.9605551342e-06	1.2040167870e+01	-4.9779130567e-13	2.8493900408e+03	-3.3232030276e+04	-6.8480995816e+00	-1.5745534115e-06
3.1552076800e+10	1.9255627263e+03	4.0246974809e+03	4.1974666666e+03	1.4600205416e-05	1.7559793680e-05	1.1506317415e+03	1.1626309472e+03	4.2411404229e-12	3.7478474415e-12	9.3045886197e+03	1.0070188207e+04	-3.4735965421e-01	-3.4606175592e-01	4.5818132424e+03	5.3274162647e+03	-3.1400418499e-01	-2.8913470214e-01	-1.5575992860e+06	-1.5549990564e+06	-1.0985889807e+06	-1.1322326461e+06	3.8580512683e+02	3.7893605941e+02	3.8092651864e-05	3.6524745085e-05	1.7276918564e+02	2.9595882639e-06	1.1999205706e+01	-4.9329298144e-13	2.6002295509e+03	-3.3643665376e+04	-6.8690674169e+00	-1.5679067791e-06
3.1824076600e+10	1.9278590155e+03	4.0292947143e+03	4.2017091101e+03	1.4518357720e-05	1.7476906092e-05	1.1504834166e+03	1.1624419630e+03	4.2225733423e-12	3.7337178431e-12	9.3163557345e+03	1.0081419115e+04	-3.4641720065e-01	-3.4495872338e-01	4.5841573697e+03	5.3309479442e+03	-3.1374362758e-01	-2.8862142051e-01	-1.5561074966e+06	-1.5537563271e+06	-1.0891196917e+06	-1.1231731332e+06	3.8586459124e+02	3.7897452589e+02	3.8049189962e-05	3.6487866243e-05	1.7241439577e+02	2.9585483717e-06	1.1958546387e+01	-4.8885549921e-13	2.3511695376e+03	-3.4053441508e+04	-6.8900653531e+00	-1.5613237197e-06
3.2096076400e+10	1.9301569935e+03	4.0338765191e+03	4.2059391635e+03	1.4437415997e-05	1.7394853978e-05	1.1503372171e+03	1.1622554055e+03	4.2041845104e-12	3.7197067891e-12	9.3280723943e+03	1.0092605350e+04	-3.4548573762e-01	-3.4386731055e-01	4.5864818293e+03	5.3344583564e+03	-3.1348771763e-01	-2.8811392247e-01	-1.5546098426e+06	-1.5525076248e+06	-1.0796629802e+06	-1.1141243559e+06	3.8592494635e+02	3.7901385450e+02	3.8005972487e-05	3.6451169177e-05	1.7206264444e+02	2.9574379809e-06	1.1918188411e+01	-4.8447772135e-13	2.1022178539e+03	-3.4461375686e+04	-6.9110918493e+00	-1.5548033094e-06
3.2368076200e+10	1.9324303152e+03	4.0384445630e+03	4.2101588477e+03	1.4357328545e-05	1.7313575416e-05	1.1501923803e+03	1.1620702431e+03	4.1859648054e-12	3.7058066989e-12	9.3397481738e+03	1.0103756344e+04	-3.4456445037e-01	-3.4278647094e-01	4.5887950642e+03	5.3379552683e+03	-3.1323572183e-01	-2.8761140317e-01	-1.5531105710e+06	-1.5512571640e+06	-1.0702086137e+06	-1.1050762810e+06	3.8598377646e+02	3.7905160622e+02	3.7962982432e-05	3.6414635539e-05	1.7171428464e+02	2.9562468714e-06	1.1877862738e+01	-4.8015810647e-13	1.8534069797e+03	-3.4867667321e+04	-6.9321702375e+00	-1.5483468930e-06
3.2640076000e+10	1.9347013216e+03	4.0429976741e+03	4.2143666180e+03	1.4278112020e-05	1.7233100356e-05	1.1500494894e+03	1.1618872867e+03	4.1679171999e-12	3.6920212402e-12	9.3513758118e+03	1.0114864773e+04	-3.4365369826e-01	-3.4171677222e-01	4.5910902495e+03	5.3414324133e+03	-3.1298812724e-01	-2.8711439297e-01	-1.5516061984e+06	-1.5500014734e+06	-1.0607651487e+06	-1.0960373279e+06	3.8604311547e+02	3.7908983768e+02	3.7920229581e-05	3.6378277900e-05	1.7136894385e+02	2.9549883357e-06	1.1837797248e+01	-4.7589595976e-13	1.6047250848e+03	-3.5272179279e+04	-6.9532777833e+00	-1.5419516817e-06
3.2912075800e+10	1.9369721029e+03	4.0475358664e+03	4.2185624179e+03	1.4199754692e-05	1.7153420390e-05	1.1499085650e+03	1.1617065769e+03	4.1500396414e-12	3.6783493852e-12	9.3629550659e+03	1.0125930303e+04	-3.4275334687e-01	-3.4065810803e-01	4.5933669144e+03	5.3448893712e+03	-3.1274491121e-01	-2.8662286495e-01	-1.5500964567e+06	-1.5487402793e+06	-1.0513333289e+06	-1.0870082425e+06	3.8610314369e+02	3.7912873264e+02	3.7877712530e-05	3.6342095911e-05	1.7102655159e+02	2.9536656984e-06	1.1798011868e+01	-4.7169025625e-13	1.3561773711e+03	-3.5674913542e+04	-6.9744110521e+00	-1.5356166187e-06
3.3184075600e+10	1.9392426590e+03	4.0520592721e+03	4.2227463427e+03	1.4122242267e-05	1.7074523438e-05	1.1497695708e+03	1.1615280759e+03	4.1323296187e-12	3.6647896525e-12	9.3744864045e+03	1.0136953312e+04	-3.4186322235e-01	-3.3961030644e-01	4.5956252390e+03	5.3483263214e+03	-3.1250600283e-01	-2.8613673661e-01	-1.5485814085e+06	-1.5474736375e+06	-1.0419130922e+06	-1.0779889785e+06	3.8616385070e+02	3.7916828203e+02	3.7835428779e-05	3.6306087924e-05	1.7068707054e+02	2.9522811714e-06	1.1758505102e+01	-4.6753996621e-13	1.1077710460e+03	-3.6075886310e+04	-6.9955686680e+00	-1.5293408547e-06
3.3456075400e+10	1.9414618034e+03	4.0565709389e+03	4.2269221634e+03	1.4045493367e-05	1.6996306419e-05	1.1496310977e+03	1.1613498630e+03	4.1147726685e-12	3.6513293485e-12	9.3859877437e+03	1.0147951505e+04	-3.4098198310e-01	-3.3857158718e-01	4.5978813852e+03	5.3517580624e+03	-3.1227007592e-01	-2.8565457007e-01	-1.5470692283e+06	-1.5462096607e+06	-1.0324846074e+06	-1.0689600801e+06	3.8622057942e+02	3.7920378277e+02	3.7793348695e-05	3.6270220759e-05	1.7035122455e+02	2.9508130519e-06	1.1718765356e+01	-4.6344332003e-13	8.5956767533e+02	-3.6475472717e+04	-7.0167966493e+00	-1.5231279359e-06
3.3728075200e+10	1.9436805168e+03	4.0610680657e+03	4.2310862839e+03	1.3969562964e-05	1.6918850500e-05	1.1494944945e+03	1.1611737983e+03	4.0973785743e-12	3.6379784456e-12	9.3974420659e+03	1.0158907885e+04	-3.4011064723e-01	-3.3754342117e-01	4.6001195843e+03	5.3551701567e+03	-3.1203832192e-01	-2.8517765457e-01	-1.5455518918e+06	-1.5449403692e+06	-1.0230674974e+06	-1.0599408303e+06	3.8627795976e+02	3.7923991368e+02	3.7751497271e-05	3.6234524591e-05	1.7001821818e+02	2.9492875352e-06	1.1679303789e+01	-4.5940012865e-13	6.1152261802e+02	-3.6873332968e+04	-7.0380460802e+00	-1.5169726800e-06
3.4000075000e+10	1.9459013970e+03	4.0655506332e+03	4.2352386103e+03	1.3894441010e-05	1.6842148830e-05	1.1493597964e+03	1.1609999408e+03	4.0801455644e-12	3.6247360974e-12	9.4088489389e+03	1.0169821940e+04	-3.3924910853e-01	-3.3652572673e-01	4.6023391990e+03	5.3585620369e+03	-3.1181073700e-01	-2.8470598029e-01	-1.5440290472e+06	-1.5436654078e+06	-1.0136627052e+06	-1.0509321695e+06	3.8633621707e+02	3.7927690376e+02	3.7709873479e-05	3.6198999420e-05	1.6968797711e+02	2.9477078195e-06	1.1640144418e+01	-4.5540946701e-13	3.6363940353e+02	-3.7269464273e+04	-7.0593133066e+00	-1.5108740584e-06
3.4272074800e+10	1.9481235689e+03	4.0700188181e+03	4.2393792974e+03	1.3820113180e-05	1.6766188600e-05	1.1492269460e+03	1.1608282227e+03	4.0630711007e-12	3.6116007200e-12	9.4202091076e+03	1.0180694331e+04	-3.3839718482e-01	-3.3551831653e-01	4.6045406739e+03	5.3619341254e+03	-3.1158723351e-01	-2.8423944712e-01	-1.5425008926e+06	-1.5423849675e+06	-1.0042698335e+06	-1.0419337215e+06	3.8639526160e+02	3.7931466368e+02	3.7668474485e-05	3.6163643129e-05	1.6936047930e+02	2.9460754197e-06	1.1601276629e+01	-4.5147038068e-13	1.1592507747e+02	-3.7663887992e+04	-7.0805979241e+00	-1.5048313552e-06
3.4544074600e+10	1.9502928804e+03	4.0744757782e+03	4.2435122709e+03	1.3746498399e-05	1.6690866120e-05	1.1490944880e+03	1.1606566567e+03	4.0461407016e-12	3.5985594858e-12	9.4315412911e+03	1.0191543533e+04	-3.3755352426e-01	-3.3451939029e-01	4.6067410384e+03	5.3653019591e+03	-3.1136643620e-01	-2.8377657814e-01	-1.5409760584e+06	-1.5411076083e+06	-9.9486789592e+05	-1.0329248996e+06	3.8645019176e+02	3.7934824379e+02	3.7627269948e-05	3.6128421508e-05	1.6903649278e+02	2.9443677206e-06	1.1562168635e+01	-4.4758121579e-13	-1.3154998382e+02	-3.8057003723e+04	-7.1019479721e+00	-1.4988484394e-06
3.4816074400e+10	1.9524640922e+03	4.0789185307e+03	4.2476337151e+03	1.3673654728e-05	1.6616266149e-05	1.1489638441e+03	1.1604872026e+03	4.0293647478e-12	3.5856228475e-12	9.4428273139e+03	1.0202351474e+04	-3.3671856738e-01	-3.3353048613e-01	4.6089233779e+03	5.3686501165e+03	-3.1114949099e-01	-2.8331873303e-01	-1.5394459318e+06	-1.5398247702e+06	-9.8547799038e+05	-1.0239264300e+06	3.8650595652e+02	3.7938264401e+02	3.7586286376e-05	3.6093366397e-05	1.6871518443e+02	2.9426114215e-06	1.1523358503e+01	-4.4374190027e-13	-3.7883849097e+02	-3.8448439661e+04	-7.1233125145e+00	-1.4929199793e-06
3.5088074200e+10	1.9546372067e+03	4.0833472070e+03	4.2517437187e+03	1.3601569625e-05	1.6542378034e-05	1.1488349819e+03	1.1603198264e+03	4.0127409972e-12	3.5727894786e-12	9.4540676283e+03	1.0213118505e+04	-3.3589353399e-01	-3.3255145290e-01	4.6110878606e+03	5.3719787634e+03	-3.1093660717e-01	-2.8286583881e-01	-1.5379105666e+06	-1.5385365040e+06	-9.7610006008e+05	-1.0149382704e+06	3.8656254577e+02	3.7941785561e+02	3.7545521414e-05	3.6058476273e-05	1.6839651165e+02	2.9408084089e-06	1.1484844542e+01	-4.3995151856e-13	-6.2593734410e+02	-3.8838210356e+04	-7.1446901539e+00	-1.4870451402e-06
3.5360074000e+10	1.9568082653e+03	4.0877622408e+03	4.2558426469e+03	1.3530224637e-05	1.6469184753e-05	1.1487077640e+03	1.1601543542e+03	3.9962660715e-12	3.5600572600e-12	9.4652642220e+03	1.0223846288e+04	-3.3507744292e-01	-3.3158202516e-01	4.6132359253e+03	5.3752891823e+03	-3.1072747901e-01	-2.8241772315e-01	-1.5363706200e+06	-1.5372434810e+06	-9.6673251736e+05	-1.0059588759e+06	3.8661959044e+02	3.7945350999e+02	3.7504969949e-05	3.6023747286e-05	1.6808040608e+02	2.9389601164e-06	1.1446590206e+01	-4.3620881146e-13	-8.7286102248e+02	-3.9226358541e+04	-7.1660804516e+00	-1.4812226631e-06
