# This ASPECT-compatible file contains data to calculate the thermodynamic driving force in the ReactionKinetics material model. This table is for upper-mantle -> upper-mtz evaluated along an isentrope produced by the BurnMan software.
# POINTS: 501
#
# pressure (Pa) temperature (K) depth (m) density a (kg/m3) density b (kg/m3) thermal expansivity a (1/K) thermal expansivity b (1/K) specific heat a (J/K/kg) specific heat b (J/K/kg) compressibility a (1/Pa) compressibility b (1/Pa) seismic Vp a (m/s) seismic Vp b (m/s) seismic dVp/dT a (m/s/K) seismic dVp/dT b (m/s/K) seismic Vs a (m/s) seismic Vs b (m/s) seismic dVs/dT a (m/s/K) seismic dVs/dT b (m/s/K) molar internal energy a (J/mol) molar internal energy b (J/mol) molar Gibbs a (J/mol) molar Gibbs b (J/mol) molar entropy a (J/mol) molar entropy b (J/mol) molar volume a (m^3/mol) molar volume b (m^3/mol) delta density (kg/m3) delta thermal expansivity (1/K) delta specific heat (J/K/kg) delta compressibility (1/Pa) delta internal energy (J/mol) delta molar Gibbs (J/mol) delta molar entropy (J/K/mol) delta molar volume (m^3/mol)
#
pressure	temperature	depth	density_a	density_b	thermal_expansivity_a	thermal_expansivity_b	specific_heat_a	specific_heat_b	compressibility_a	compressibility_b	pressure_wave_velocity_a	pressure_wave_velocity_b	pressure_wave_velocity_T_derivative_a	pressure_wave_velocity_T_derivative_b	shear_wave_velocity_a	shear_wave_velocity_b	shear_wave_velocity_T_derivative_a	shear_wave_velocity_T_derivative_b	molar_internal_energy_a	molar_internal_energy_b	molar_gibbs_a	molar_gibbs_b	molar_entropy_a	molar_entropy_b	molar_volume_a	molar_volume_b	delta_density	delta_thermal_expansivity	delta_specific_heat	delta_compressibility	delta_molar_internal_energy	delta_molar_gibbs	delta_molar_entropy	delta_molar_volume
2.72010e+09	1.61316e+03	8.56007e+04	3.16706e+03	3.39006e+03	3.59073e-05	3.70123e-05	1.29948e+03	1.31804e+03	8.44460e-12	6.50899e-12	8.09871e+03	9.03911e+03	-6.16513e-01	-6.64306e-01	4.59876e+03	5.22398e+03	-4.37568e-01	-4.62632e-01	-1.81167e+06	-1.78676e+06	-2.26772e+06	-2.24040e+06	3.57619e+02	3.51194e+02	4.44246e-05	4.15022e-05	2.23010e+02	1.10495e-06	1.85563e+01	-1.93561e-12	2.49103e+04	2.73254e+04	-6.42485e+00	-2.92240e-06
2.99210e+09	1.61858e+03	9.39442e+04	3.17412e+03	3.39582e+03	3.54452e-05	3.66367e-05	1.29846e+03	1.31708e+03	8.36409e-12	6.46217e-12	8.12058e+03	9.05726e+03	-6.10783e-01	-6.58786e-01	4.60520e+03	5.22955e+03	-4.35116e-01	-4.60085e-01	-1.81109e+06	-1.78622e+06	-2.25759e+06	-2.23103e+06	3.57802e+02	3.51401e+02	4.43257e-05	4.14318e-05	2.21705e+02	1.19151e-06	1.86153e+01	-1.90192e-12	2.48678e+04	2.65691e+04	-6.40081e+00	-2.89391e-06
3.26410e+09	1.62381e+03	1.02256e+05	3.18115e+03	3.40158e+03	3.49938e-05	3.62673e-05	1.29746e+03	1.31612e+03	8.28509e-12	6.41593e-12	8.14236e+03	9.07540e+03	-6.05183e-01	-6.53361e-01	4.61163e+03	5.23515e+03	-4.32717e-01	-4.57576e-01	-1.81052e+06	-1.78570e+06	-2.24742e+06	-2.22160e+06	3.57966e+02	3.51587e+02	4.42277e-05	4.13617e-05	2.20424e+02	1.27350e-06	1.86618e+01	-1.86916e-12	2.48163e+04	2.58192e+04	-6.37865e+00	-2.86597e-06
3.53610e+09	1.62784e+03	1.10542e+05	3.18826e+03	3.40744e+03	3.45437e-05	3.58936e-05	1.29639e+03	1.31506e+03	8.20631e-12	6.36929e-12	8.16462e+03	9.09417e+03	-5.99577e-01	-6.47843e-01	4.61847e+03	5.24122e+03	-4.30289e-01	-4.54996e-01	-1.81013e+06	-1.78537e+06	-2.23685e+06	-2.21178e+06	3.58001e+02	3.51641e+02	4.41291e-05	4.12906e-05	2.19177e+02	1.34989e-06	1.86727e+01	-1.83702e-12	2.47534e+04	2.50691e+04	-6.35992e+00	-2.83852e-06
3.80810e+09	1.63194e+03	1.18805e+05	3.19530e+03	3.41325e+03	3.41064e-05	3.55289e-05	1.29536e+03	1.31403e+03	8.12934e-12	6.32351e-12	8.18661e+03	9.11273e+03	-5.94136e-01	-6.42464e-01	4.62519e+03	5.24720e+03	-4.27936e-01	-4.52480e-01	-1.80969e+06	-1.78501e+06	-2.22633e+06	-2.20200e+06	3.58048e+02	3.51705e+02	4.40318e-05	4.12202e-05	2.17950e+02	1.42251e-06	1.86790e+01	-1.80583e-12	2.46830e+04	2.43267e+04	-6.34249e+00	-2.81161e-06
4.08010e+09	1.63606e+03	1.27045e+05	3.20229e+03	3.41903e+03	3.36810e-05	3.51725e-05	1.29436e+03	1.31304e+03	8.05406e-12	6.27852e-12	8.20837e+03	9.13113e+03	-5.88848e-01	-6.37211e-01	4.63180e+03	5.25309e+03	-4.25650e-01	-4.50023e-01	-1.80922e+06	-1.78462e+06	-2.21584e+06	-2.19225e+06	3.58102e+02	3.51776e+02	4.39357e-05	4.11505e-05	2.16742e+02	1.49153e-06	1.86803e+01	-1.77553e-12	2.46052e+04	2.35917e+04	-6.32638e+00	-2.78521e-06
4.35210e+09	1.64007e+03	1.35262e+05	3.20924e+03	3.42479e+03	3.32658e-05	3.48227e-05	1.29338e+03	1.31205e+03	7.98024e-12	6.23418e-12	8.22997e+03	9.14945e+03	-5.83684e-01	-6.32056e-01	4.63836e+03	5.25897e+03	-4.23417e-01	-4.47608e-01	-1.80875e+06	-1.78423e+06	-2.20534e+06	-2.18247e+06	3.58148e+02	3.51837e+02	4.38406e-05	4.10813e-05	2.15555e+02	1.55695e-06	1.86736e+01	-1.74606e-12	2.45200e+04	2.28630e+04	-6.31176e+00	-2.75931e-06
4.62410e+09	1.64368e+03	1.43457e+05	3.21617e+03	3.43056e+03	3.28581e-05	3.44767e-05	1.29240e+03	1.31105e+03	7.90752e-12	6.19020e-12	8.25159e+03	9.16788e+03	-5.78611e-01	-6.26949e-01	4.64501e+03	5.26497e+03	-4.21215e-01	-4.45207e-01	-1.80831e+06	-1.78389e+06	-2.19472e+06	-2.17258e+06	3.58154e+02	3.51855e+02	4.37461e-05	4.10122e-05	2.14391e+02	1.61860e-06	1.86529e+01	-1.71732e-12	2.44268e+04	2.21387e+04	-6.29902e+00	-2.73388e-06
4.89610e+09	1.64731e+03	1.51632e+05	3.22306e+03	3.43630e+03	3.24611e-05	3.41383e-05	1.29145e+03	1.31008e+03	7.83633e-12	6.14695e-12	8.27299e+03	9.18615e+03	-5.73673e-01	-6.21958e-01	4.65155e+03	5.27089e+03	-4.19073e-01	-4.42858e-01	-1.80785e+06	-1.78352e+06	-2.18413e+06	-2.16271e+06	3.58166e+02	3.51879e+02	4.36527e-05	4.09437e-05	2.13245e+02	1.67720e-06	1.86282e+01	-1.68938e-12	2.43271e+04	2.14212e+04	-6.28744e+00	-2.70893e-06
5.16810e+09	1.65094e+03	1.59786e+05	3.22989e+03	3.44200e+03	3.20742e-05	3.38071e-05	1.29053e+03	1.30913e+03	7.76663e-12	6.10443e-12	8.29417e+03	9.20426e+03	-5.68867e-01	-6.17080e-01	4.65800e+03	5.27674e+03	-4.16990e-01	-4.40562e-01	-1.80735e+06	-1.78313e+06	-2.17357e+06	-2.15286e+06	3.58184e+02	3.51907e+02	4.35604e-05	4.08759e-05	2.12116e+02	1.73292e-06	1.86000e+01	-1.66220e-12	2.42211e+04	2.07106e+04	-6.27697e+00	-2.68443e-06
5.44010e+09	1.65448e+03	1.67919e+05	3.23668e+03	3.44768e+03	3.16963e-05	3.34821e-05	1.28963e+03	1.30820e+03	7.69825e-12	6.06251e-12	8.31520e+03	9.22229e+03	-5.64173e-01	-6.12292e-01	4.66441e+03	5.28257e+03	-4.14955e-01	-4.38305e-01	-1.80685e+06	-1.78274e+06	-2.16300e+06	-2.14300e+06	3.58196e+02	3.51928e+02	4.34690e-05	4.08086e-05	2.11005e+02	1.78578e-06	1.85660e+01	-1.63574e-12	2.41088e+04	2.00059e+04	-6.26774e+00	-2.66039e-06
5.71210e+09	1.65784e+03	1.76033e+05	3.24343e+03	3.45335e+03	3.13264e-05	3.31622e-05	1.28874e+03	1.30727e+03	7.63106e-12	6.02110e-12	8.33614e+03	9.24029e+03	-5.59575e-01	-6.07577e-01	4.67080e+03	5.28842e+03	-4.12960e-01	-4.36078e-01	-1.80635e+06	-1.78236e+06	-2.15240e+06	-2.13309e+06	3.58191e+02	3.51932e+02	4.33784e-05	4.07416e-05	2.09913e+02	1.83581e-06	1.85247e+01	-1.60995e-12	2.39902e+04	1.93066e+04	-6.25983e+00	-2.63677e-06
5.98410e+09	1.66122e+03	1.84127e+05	3.25014e+03	3.45898e+03	3.09657e-05	3.28491e-05	1.28788e+03	1.30636e+03	7.56522e-12	5.98037e-12	8.35687e+03	9.25815e+03	-5.55097e-01	-6.02966e-01	4.67710e+03	5.29420e+03	-4.11017e-01	-4.33899e-01	-1.80583e+06	-1.78196e+06	-2.14182e+06	-2.12320e+06	3.58193e+02	3.51940e+02	4.32889e-05	4.06753e-05	2.08836e+02	1.88341e-06	1.84808e+01	-1.58485e-12	2.38661e+04	1.86136e+04	-6.25289e+00	-2.61357e-06
6.25610e+09	1.66460e+03	1.92202e+05	3.25680e+03	3.46458e+03	3.06137e-05	3.25424e-05	1.28705e+03	1.30548e+03	7.50069e-12	5.94029e-12	8.37740e+03	9.27585e+03	-5.50730e-01	-5.98454e-01	4.68332e+03	5.29991e+03	-4.09125e-01	-4.31766e-01	-1.80527e+06	-1.78154e+06	-2.13127e+06	-2.11334e+06	3.58200e+02	3.51953e+02	4.32003e-05	4.06096e-05	2.07776e+02	1.92870e-06	1.84346e+01	-1.56040e-12	2.37366e+04	1.79270e+04	-6.24689e+00	-2.59079e-06
6.52810e+09	1.66789e+03	2.00258e+05	3.26343e+03	3.47016e+03	3.02695e-05	3.22412e-05	1.28623e+03	1.30461e+03	7.43733e-12	5.90076e-12	8.39780e+03	9.29349e+03	-5.46465e-01	-5.94022e-01	4.68950e+03	5.30560e+03	-4.07275e-01	-4.29669e-01	-1.80471e+06	-1.78111e+06	-2.12071e+06	-2.10346e+06	3.58200e+02	3.51958e+02	4.31127e-05	4.05443e-05	2.06731e+02	1.97167e-06	1.83839e+01	-1.53657e-12	2.36018e+04	1.72459e+04	-6.24194e+00	-2.56840e-06
6.80010e+09	1.67101e+03	2.08295e+05	3.27002e+03	3.47572e+03	2.99324e-05	3.19447e-05	1.28542e+03	1.30375e+03	7.37503e-12	5.86171e-12	8.41810e+03	9.31109e+03	-5.42278e-01	-5.89660e-01	4.69566e+03	5.31131e+03	-4.05458e-01	-4.27600e-01	-1.80416e+06	-1.78070e+06	-2.11011e+06	-2.09354e+06	3.58185e+02	3.51947e+02	4.30257e-05	4.04793e-05	2.05704e+02	2.01233e-06	1.83274e+01	-1.51332e-12	2.34615e+04	1.65698e+04	-6.23813e+00	-2.54639e-06
7.07209e+09	1.67414e+03	2.16313e+05	3.27657e+03	3.48126e+03	2.96031e-05	3.16541e-05	1.28463e+03	1.30290e+03	7.31392e-12	5.82326e-12	8.43822e+03	9.32855e+03	-5.38195e-01	-5.85388e-01	4.70174e+03	5.31696e+03	-4.03687e-01	-4.25573e-01	-1.80358e+06	-1.78026e+06	-2.09954e+06	-2.08364e+06	3.58175e+02	3.51940e+02	4.29398e-05	4.04150e-05	2.04691e+02	2.05104e-06	1.82691e+01	-1.49066e-12	2.33165e+04	1.58996e+04	-6.23514e+00	-2.52477e-06
7.34409e+09	1.67728e+03	2.24313e+05	3.28307e+03	3.48676e+03	2.92815e-05	3.13693e-05	1.28387e+03	1.30208e+03	7.25398e-12	5.78541e-12	8.45815e+03	9.34588e+03	-5.34210e-01	-5.81202e-01	4.70775e+03	5.32254e+03	-4.01960e-01	-4.23586e-01	-1.80297e+06	-1.77981e+06	-2.08900e+06	-2.07376e+06	3.58170e+02	3.51937e+02	4.28547e-05	4.03512e-05	2.03692e+02	2.08788e-06	1.82094e+01	-1.46857e-12	2.31670e+04	1.52354e+04	-6.23293e+00	-2.50351e-06
7.61609e+09	1.68031e+03	2.32295e+05	3.28954e+03	3.49225e+03	2.89665e-05	3.10893e-05	1.28312e+03	1.30127e+03	7.19506e-12	5.74805e-12	8.47797e+03	9.36314e+03	-5.30308e-01	-5.77086e-01	4.71372e+03	5.32811e+03	-4.00269e-01	-4.21630e-01	-1.80237e+06	-1.77935e+06	-2.07844e+06	-2.06386e+06	3.58157e+02	3.51926e+02	4.27704e-05	4.02878e-05	2.02707e+02	2.12281e-06	1.81459e+01	-1.44701e-12	2.30128e+04	1.45762e+04	-6.23165e+00	-2.48261e-06
7.88809e+09	1.68322e+03	2.40258e+05	3.29598e+03	3.49772e+03	2.86579e-05	3.08138e-05	1.28238e+03	1.30046e+03	7.13713e-12	5.71116e-12	8.49767e+03	9.38034e+03	-5.26485e-01	-5.73038e-01	4.71967e+03	5.33368e+03	-3.98611e-01	-4.19703e-01	-1.80175e+06	-1.77890e+06	-2.06786e+06	-2.05394e+06	3.58135e+02	3.51904e+02	4.26869e-05	4.02248e-05	2.01738e+02	2.15591e-06	1.80785e+01	-1.42597e-12	2.28541e+04	1.39218e+04	-6.23129e+00	-2.46206e-06
8.16009e+09	1.68618e+03	2.48203e+05	3.30237e+03	3.50315e+03	2.83564e-05	3.05439e-05	1.28167e+03	1.29968e+03	7.08029e-12	5.67485e-12	8.51719e+03	9.39740e+03	-5.22753e-01	-5.69074e-01	4.72553e+03	5.33917e+03	-3.96994e-01	-4.17817e-01	-1.80112e+06	-1.77843e+06	-2.05732e+06	-2.04404e+06	3.58120e+02	3.51889e+02	4.26043e-05	4.01624e-05	2.00781e+02	2.18746e-06	1.80108e+01	-1.40544e-12	2.26914e+04	1.32733e+04	-6.23157e+00	-2.44184e-06
8.43209e+09	1.68913e+03	2.56130e+05	3.30872e+03	3.50856e+03	2.80616e-05	3.02791e-05	1.28097e+03	1.29891e+03	7.02448e-12	5.63908e-12	8.53654e+03	9.41434e+03	-5.19105e-01	-5.65190e-01	4.73131e+03	5.34461e+03	-3.95415e-01	-4.15967e-01	-1.80046e+06	-1.77793e+06	-2.04680e+06	-2.03417e+06	3.58110e+02	3.51877e+02	4.25225e-05	4.01005e-05	1.99837e+02	2.21749e-06	1.79422e+01	-1.38540e-12	2.25249e+04	1.26303e+04	-6.23252e+00	-2.42196e-06
8.70409e+09	1.69197e+03	2.64040e+05	3.31504e+03	3.51395e+03	2.77725e-05	3.00184e-05	1.28028e+03	1.29815e+03	6.96958e-12	5.60375e-12	8.55579e+03	9.43122e+03	-5.15534e-01	-5.61370e-01	4.73707e+03	5.35005e+03	-3.93868e-01	-4.14145e-01	-1.79980e+06	-1.77744e+06	-2.03626e+06	-2.02427e+06	3.58090e+02	3.51855e+02	4.24414e-05	4.00390e-05	1.98907e+02	2.24593e-06	1.78703e+01	-1.36583e-12	2.23543e+04	1.19919e+04	-6.23430e+00	-2.40239e-06
8.97609e+09	1.69470e+03	2.71931e+05	3.32133e+03	3.51932e+03	2.74890e-05	2.97619e-05	1.27960e+03	1.29740e+03	6.91555e-12	5.56885e-12	8.57494e+03	9.44805e+03	-5.12023e-01	-5.57599e-01	4.74281e+03	5.35547e+03	-3.92347e-01	-4.12345e-01	-1.79913e+06	-1.77695e+06	-2.02570e+06	-2.01434e+06	3.58061e+02	3.51824e+02	4.23610e-05	3.99779e-05	1.97990e+02	2.27286e-06	1.77954e+01	-1.34670e-12	2.21798e+04	1.13580e+04	-6.23687e+00	-2.38315e-06
9.24809e+09	1.69743e+03	2.79805e+05	3.32758e+03	3.52467e+03	2.72116e-05	2.95101e-05	1.27895e+03	1.29667e+03	6.86249e-12	5.53446e-12	8.59393e+03	9.46475e+03	-5.08593e-01	-5.53907e-01	4.74849e+03	5.36085e+03	-3.90863e-01	-4.10581e-01	-1.79845e+06	-1.77645e+06	-2.01517e+06	-2.00444e+06	3.58036e+02	3.51796e+02	4.22815e-05	3.99173e-05	1.97085e+02	2.29849e-06	1.77199e+01	-1.32802e-12	2.20018e+04	1.07294e+04	-6.24002e+00	-2.36421e-06
9.52009e+09	1.70016e+03	2.87662e+05	3.33379e+03	3.52998e+03	2.69400e-05	2.92629e-05	1.27830e+03	1.29595e+03	6.81034e-12	5.50057e-12	8.61276e+03	9.48134e+03	-5.05237e-01	-5.50284e-01	4.75409e+03	5.36617e+03	-3.89412e-01	-4.08849e-01	-1.79775e+06	-1.77593e+06	-2.00466e+06	-1.99455e+06	3.58014e+02	3.51771e+02	4.22027e-05	3.98571e-05	1.96191e+02	2.32289e-06	1.76440e+01	-1.30978e-12	2.18206e+04	1.01060e+04	-6.24375e+00	-2.34556e-06
9.79209e+09	1.70308e+03	2.95500e+05	3.33995e+03	3.53526e+03	2.66750e-05	2.90214e-05	1.27769e+03	1.29526e+03	6.75924e-12	5.46727e-12	8.63135e+03	9.49772e+03	-5.01967e-01	-5.46749e-01	4.75956e+03	5.37137e+03	-3.88003e-01	-4.07163e-01	-1.79700e+06	-1.77536e+06	-1.99423e+06	-1.98475e+06	3.58016e+02	3.51768e+02	4.21249e-05	3.97977e-05	1.95306e+02	2.34633e-06	1.75714e+01	-1.29197e-12	2.16365e+04	9.48874e+03	-6.24775e+00	-2.32720e-06
1.00641e+10	1.70614e+03	3.03320e+05	3.34606e+03	3.54049e+03	2.64161e-05	2.87849e-05	1.27709e+03	1.29459e+03	6.70909e-12	5.43451e-12	8.64973e+03	9.51391e+03	-4.98776e-01	-5.43293e-01	4.76491e+03	5.37646e+03	-3.86632e-01	-4.05516e-01	-1.79620e+06	-1.77475e+06	-1.98388e+06	-1.97500e+06	3.58033e+02	3.51781e+02	4.20480e-05	3.97389e-05	1.94430e+02	2.36879e-06	1.75010e+01	-1.27458e-12	2.14495e+04	8.87728e+03	-6.25210e+00	-2.30912e-06
1.03361e+10	1.70918e+03	3.11121e+05	3.35213e+03	3.54570e+03	2.61623e-05	2.85525e-05	1.27651e+03	1.29394e+03	6.65979e-12	5.40221e-12	8.66797e+03	9.53000e+03	-4.95651e-01	-5.39898e-01	4.77020e+03	5.38151e+03	-3.85291e-01	-4.03899e-01	-1.79539e+06	-1.77413e+06	-1.97354e+06	-1.96527e+06	3.58053e+02	3.51796e+02	4.19718e-05	3.96805e-05	1.93565e+02	2.39017e-06	1.74300e+01	-1.25758e-12	2.12596e+04	8.27066e+03	-6.25697e+00	-2.29131e-06
1.06081e+10	1.71225e+03	3.18903e+05	3.35817e+03	3.55088e+03	2.59138e-05	2.83243e-05	1.27595e+03	1.29331e+03	6.61131e-12	5.37036e-12	8.68605e+03	9.54597e+03	-4.92591e-01	-5.36567e-01	4.77543e+03	5.38650e+03	-3.83980e-01	-4.02311e-01	-1.79456e+06	-1.77349e+06	-1.96324e+06	-1.95557e+06	3.58078e+02	3.51816e+02	4.18964e-05	3.96226e-05	1.92710e+02	2.41054e-06	1.73592e+01	-1.24095e-12	2.10667e+04	7.66902e+03	-6.26231e+00	-2.27377e-06
1.08801e+10	1.71487e+03	3.26666e+05	3.36420e+03	3.55608e+03	2.56680e-05	2.80974e-05	1.27537e+03	1.29265e+03	6.56332e-12	5.33867e-12	8.70422e+03	9.56208e+03	-4.89561e-01	-5.33249e-01	4.78077e+03	5.39162e+03	-3.82675e-01	-4.00721e-01	-1.79378e+06	-1.77291e+06	-1.95279e+06	-1.94572e+06	3.58059e+02	3.51790e+02	4.18212e-05	3.95647e-05	1.91872e+02	2.42941e-06	1.72796e+01	-1.22465e-12	2.08702e+04	7.06933e+03	-6.26876e+00	-2.25651e-06
1.11521e+10	1.71722e+03	3.34412e+05	3.37023e+03	3.56128e+03	2.54260e-05	2.78730e-05	1.27480e+03	1.29199e+03	6.51594e-12	5.30726e-12	8.72238e+03	9.57822e+03	-4.86573e-01	-5.29963e-01	4.78615e+03	5.39681e+03	-3.81384e-01	-3.99142e-01	-1.79304e+06	-1.77236e+06	-1.94227e+06	-1.93579e+06	3.58015e+02	3.51739e+02	4.17464e-05	3.95069e-05	1.91047e+02	2.44705e-06	1.71949e+01	-1.20868e-12	2.06705e+04	6.47264e+03	-6.27603e+00	-2.23951e-06
