# This ASPECT-compatible file contains data to calculate the thermodynamic driving force in the ReactionKinetics material model. This table is for lower-mtz -> lower-mantle evaluated along an isentrope produced by the BurnMan software.
# POINTS: 501
#
# pressure (Pa) temperature (K) depth (m) density a (kg/m3) density b (kg/m3) thermal expansivity a (1/K) thermal expansivity b (1/K) specific heat a (J/K/kg) specific heat b (J/K/kg) compressibility a (1/Pa) compressibility b (1/Pa) seismic Vp a (m/s) seismic Vp b (m/s) seismic dVp/dT a (m/s/K) seismic dVp/dT b (m/s/K) seismic Vs a (m/s) seismic Vs b (m/s) seismic dVs/dT a (m/s/K) seismic dVs/dT b (m/s/K) molar internal energy a (J/mol) molar internal energy b (J/mol) molar Gibbs a (J/mol) molar Gibbs b (J/mol) molar entropy a (J/mol) molar entropy b (J/mol) molar volume a (m^3/mol) molar volume b (m^3/mol) delta density (kg/m3) delta thermal expansivity (1/K) delta specific heat (J/K/kg) delta compressibility (1/Pa) delta internal energy (J/mol) delta molar Gibbs (J/mol) delta molar entropy (J/K/mol) delta molar volume (m^3/mol)
#
pressure	temperature	depth	density_a	density_b	thermal_expansivity_a	thermal_expansivity_b	specific_heat_a	specific_heat_b	compressibility_a	compressibility_b	pressure_wave_velocity_a	pressure_wave_velocity_b	pressure_wave_velocity_T_derivative_a	pressure_wave_velocity_T_derivative_b	shear_wave_velocity_a	shear_wave_velocity_b	shear_wave_velocity_T_derivative_a	shear_wave_velocity_T_derivative_b	molar_internal_energy_a	molar_internal_energy_b	molar_gibbs_a	molar_gibbs_b	molar_entropy_a	molar_entropy_b	molar_volume_a	molar_volume_b	delta_density	delta_thermal_expansivity	delta_specific_heat	delta_compressibility	delta_molar_internal_energy	delta_molar_gibbs	delta_molar_entropy	delta_molar_volume
1.00000e+05	1.57300e+03	0.00000e+00	3.43741e+03	3.76749e+03	3.43818e-05	4.24890e-05	1.30344e+03	1.35398e+03	6.33819e-12	5.13320e-12	9.25421e+03	9.85305e+03	-6.22399e-01	-5.90912e-01	5.45949e+03	5.83359e+03	-3.81370e-01	-4.94352e-01	-1.78190e+06	-1.69189e+06	-2.32101e+06	-2.24604e+06	3.42727e+02	3.52289e+02	4.09299e-05	3.73441e-05	3.30077e+02	8.10726e-06	5.05392e+01	-1.20499e-12	9.00113e+04	7.49689e+04	9.56264e+00	-3.58583e-06
2.72100e+08	1.57525e+03	8.84345e+03	3.44344e+03	3.77314e+03	3.39922e-05	4.21490e-05	1.30227e+03	1.35287e+03	6.28907e-12	5.10181e-12	9.27356e+03	9.87220e+03	-6.16881e-01	-5.85150e-01	5.46506e+03	5.84242e+03	-3.79245e-01	-4.90349e-01	-1.78208e+06	-1.69213e+06	-2.31065e+06	-2.23668e+06	3.42608e+02	3.52131e+02	4.08583e-05	3.72882e-05	3.29696e+02	8.15685e-06	5.06071e+01	-1.18726e-12	8.99476e+04	7.39743e+04	9.52352e+00	-3.57007e-06
5.44100e+08	1.57748e+03	1.76017e+04	3.44943e+03	3.77875e+03	3.36118e-05	4.18166e-05	1.30112e+03	1.35179e+03	6.24083e-12	5.07089e-12	9.29275e+03	9.89119e+03	-6.11497e-01	-5.79539e-01	5.47055e+03	5.85116e+03	-3.77172e-01	-4.86442e-01	-1.78223e+06	-1.69235e+06	-2.30031e+06	-2.22733e+06	3.42492e+02	3.51976e+02	4.07873e-05	3.72328e-05	3.29322e+02	8.20480e-06	5.06698e+01	-1.16995e-12	8.98781e+04	7.29841e+04	9.48346e+00	-3.55453e-06
8.16099e+08	1.57971e+03	2.62776e+04	3.45538e+03	3.78433e+03	3.32404e-05	4.14915e-05	1.30001e+03	1.35074e+03	6.19347e-12	5.04043e-12	9.31178e+03	9.91003e+03	-6.06243e-01	-5.74071e-01	5.47599e+03	5.85981e+03	-3.75149e-01	-4.82626e-01	-1.78236e+06	-1.69256e+06	-2.28999e+06	-2.21799e+06	3.42380e+02	3.51822e+02	4.07171e-05	3.71779e-05	3.28954e+02	8.25116e-06	5.07275e+01	-1.15303e-12	8.98030e+04	7.19983e+04	9.44249e+00	-3.53922e-06
1.08810e+09	1.58211e+03	3.48708e+04	3.46127e+03	3.78986e+03	3.28792e-05	4.11752e-05	1.29895e+03	1.34974e+03	6.14712e-12	5.01053e-12	9.33054e+03	9.92862e+03	-6.01142e-01	-5.68775e-01	5.48129e+03	5.86830e+03	-3.73188e-01	-4.78928e-01	-1.78243e+06	-1.69271e+06	-2.27975e+06	-2.20873e+06	3.42291e+02	3.51693e+02	4.06478e-05	3.71237e-05	3.28586e+02	8.29608e-06	5.07877e+01	-1.13659e-12	8.97238e+04	7.10151e+04	9.40149e+00	-3.52410e-06
1.36010e+09	1.58727e+03	4.34079e+04	3.46681e+03	3.79492e+03	3.25514e-05	4.08928e-05	1.29819e+03	1.34914e+03	6.10418e-12	4.98261e-12	9.34749e+03	9.94550e+03	-5.96578e-01	-5.64111e-01	5.48551e+03	5.87540e+03	-3.71468e-01	-4.75749e-01	-1.78198e+06	-1.69233e+06	-2.27047e+06	-2.20046e+06	3.42526e+02	3.51898e+02	4.05828e-05	3.70742e-05	3.28106e+02	8.34140e-06	5.09505e+01	-1.12156e-12	8.96584e+04	7.00101e+04	9.37217e+00	-3.50865e-06
1.63210e+09	1.59240e+03	5.19128e+04	3.47233e+03	3.79996e+03	3.22300e-05	4.06153e-05	1.29744e+03	1.34855e+03	6.06189e-12	4.95505e-12	9.36433e+03	9.96229e+03	-5.92107e-01	-5.59541e-01	5.48969e+03	5.88245e+03	-3.69784e-01	-4.72628e-01	-1.78152e+06	-1.69193e+06	-2.26120e+06	-2.19219e+06	3.42757e+02	3.52099e+02	4.05184e-05	3.70250e-05	3.27634e+02	8.38529e-06	5.11075e+01	-1.10684e-12	8.95875e+04	6.90099e+04	9.34188e+00	-3.49339e-06
1.90410e+09	1.59748e+03	6.03830e+04	3.47781e+03	3.80498e+03	3.19148e-05	4.03426e-05	1.29671e+03	1.34797e+03	6.02024e-12	4.92784e-12	9.38107e+03	9.97898e+03	-5.87728e-01	-5.55063e-01	5.49383e+03	5.88947e+03	-3.68135e-01	-4.69563e-01	-1.78104e+06	-1.69153e+06	-2.25193e+06	-2.18391e+06	3.42985e+02	3.52296e+02	4.04544e-05	3.69761e-05	3.27170e+02	8.42778e-06	5.12588e+01	-1.09240e-12	8.95110e+04	6.80144e+04	9.31063e+00	-3.47833e-06
2.17610e+09	1.60257e+03	6.88203e+04	3.48327e+03	3.80998e+03	3.16060e-05	4.00750e-05	1.29600e+03	1.34740e+03	5.97926e-12	4.90099e-12	9.39769e+03	9.99556e+03	-5.83428e-01	-5.50681e-01	5.49791e+03	5.89642e+03	-3.66517e-01	-4.66559e-01	-1.78054e+06	-1.69111e+06	-2.24268e+06	-2.17565e+06	3.43216e+02	3.52495e+02	4.03911e-05	3.69276e-05	3.26710e+02	8.46895e-06	5.14063e+01	-1.07827e-12	8.94295e+04	6.70230e+04	9.27867e+00	-3.46346e-06
2.44810e+09	1.60782e+03	7.72259e+04	3.48868e+03	3.81493e+03	3.13048e-05	3.98138e-05	1.29532e+03	1.34687e+03	5.93906e-12	4.87458e-12	9.41408e+03	1.00119e+04	-5.79246e-01	-5.46419e-01	5.50189e+03	5.90324e+03	-3.64947e-01	-4.63637e-01	-1.78000e+06	-1.69065e+06	-2.23350e+06	-2.16747e+06	3.43467e+02	3.52714e+02	4.03285e-05	3.68797e-05	3.26249e+02	8.50894e-06	5.15563e+01	-1.06448e-12	8.93442e+04	6.60343e+04	9.24673e+00	-3.44873e-06
2.72010e+09	1.61316e+03	8.56007e+04	3.49405e+03	3.81984e+03	3.10103e-05	3.95580e-05	1.29466e+03	1.34637e+03	5.89955e-12	4.84855e-12	9.43031e+03	1.00282e+04	-5.75161e-01	-5.42258e-01	5.50579e+03	5.90997e+03	-3.63414e-01	-4.60782e-01	-1.77941e+06	-1.69016e+06	-2.22438e+06	-2.15933e+06	3.43730e+02	3.52944e+02	4.02665e-05	3.68323e-05	3.25790e+02	8.54774e-06	5.17059e+01	-1.05100e-12	8.92546e+04	6.50489e+04	9.21448e+00	-3.43416e-06
2.99210e+09	1.61858e+03	9.39442e+04	3.49938e+03	3.82471e+03	3.07221e-05	3.93075e-05	1.29403e+03	1.34589e+03	5.86072e-12	4.82291e-12	9.44636e+03	1.00442e+04	-5.71169e-01	-5.38194e-01	5.50961e+03	5.91660e+03	-3.61919e-01	-4.57993e-01	-1.77880e+06	-1.68964e+06	-2.21530e+06	-2.15123e+06	3.44003e+02	3.53185e+02	4.02051e-05	3.67854e-05	3.25332e+02	8.58538e-06	5.18551e+01	-1.03781e-12	8.91609e+04	6.40669e+04	9.18194e+00	-3.41975e-06
3.26410e+09	1.62381e+03	1.02256e+05	3.50470e+03	3.82959e+03	3.04380e-05	3.90596e-05	1.29340e+03	1.34539e+03	5.82231e-12	4.79749e-12	9.46242e+03	1.00603e+04	-5.67229e-01	-5.34180e-01	5.51346e+03	5.92327e+03	-3.60442e-01	-4.55226e-01	-1.77820e+06	-1.68914e+06	-2.20617e+06	-2.14308e+06	3.44255e+02	3.53403e+02	4.01441e-05	3.67385e-05	3.24887e+02	8.62167e-06	5.19930e+01	-1.02483e-12	8.90612e+04	6.30908e+04	9.14783e+00	-3.40555e-06
3.53610e+09	1.62784e+03	1.10542e+05	3.51012e+03	3.83462e+03	3.01502e-05	3.88060e-05	1.29267e+03	1.34475e+03	5.78352e-12	4.77180e-12	9.47904e+03	1.00769e+04	-5.63217e-01	-5.30084e-01	5.51769e+03	5.93043e+03	-3.58922e-01	-4.52356e-01	-1.77779e+06	-1.68884e+06	-2.19664e+06	-2.13451e+06	3.44376e+02	3.53484e+02	4.00821e-05	3.66903e-05	3.24499e+02	8.65586e-06	5.20813e+01	-1.01172e-12	8.89491e+04	6.21296e+04	9.10772e+00	-3.39176e-06
3.80810e+09	1.63194e+03	1.18805e+05	3.51551e+03	3.83962e+03	2.98685e-05	3.85575e-05	1.29197e+03	1.34414e+03	5.74537e-12	4.74647e-12	9.49549e+03	1.00934e+04	-5.59294e-01	-5.26045e-01	5.52184e+03	5.93750e+03	-3.57438e-01	-4.49533e-01	-1.77735e+06	-1.68852e+06	-2.18716e+06	-2.12599e+06	3.44507e+02	3.53574e+02	4.00207e-05	3.66425e-05	3.24113e+02	8.68895e-06	5.21689e+01	-9.98898e-13	8.88332e+04	6.11716e+04	9.06731e+00	-3.37814e-06
4.08010e+09	1.63606e+03	1.27045e+05	3.52086e+03	3.84459e+03	2.95926e-05	3.83135e-05	1.29129e+03	1.34354e+03	5.70783e-12	4.72149e-12	9.51182e+03	1.01097e+04	-5.55453e-01	-5.22109e-01	5.52594e+03	5.94450e+03	-3.55986e-01	-4.46773e-01	-1.77689e+06	-1.68818e+06	-2.17771e+06	-2.11749e+06	3.44642e+02	3.53668e+02	3.99598e-05	3.65952e-05	3.23731e+02	8.72093e-06	5.22543e+01	-9.86342e-13	8.87132e+04	6.02173e+04	9.02641e+00	-3.36467e-06
4.35210e+09	1.64007e+03	1.35262e+05	3.52620e+03	3.84955e+03	2.93211e-05	3.80728e-05	1.29061e+03	1.34294e+03	5.67076e-12	4.69676e-12	9.52809e+03	1.01260e+04	-5.51700e-01	-5.18233e-01	5.53003e+03	5.95150e+03	-3.54564e-01	-4.44049e-01	-1.77643e+06	-1.68784e+06	-2.16823e+06	-2.10896e+06	3.44767e+02	3.53751e+02	3.98994e-05	3.65480e-05	3.23358e+02	8.75173e-06	5.23320e+01	-9.74001e-13	8.85885e+04	5.92678e+04	8.98443e+00	-3.35138e-06
4.62410e+09	1.64368e+03	1.43457e+05	3.53154e+03	3.85455e+03	2.90519e-05	3.78331e-05	1.28991e+03	1.34230e+03	5.63395e-12	4.67216e-12	9.54446e+03	1.01424e+04	-5.47925e-01	-5.14375e-01	5.53421e+03	5.95862e+03	-3.53133e-01	-4.41321e-01	-1.77602e+06	-1.68757e+06	-2.15863e+06	-2.10030e+06	3.44849e+02	3.53789e+02	3.98389e-05	3.65006e-05	3.23008e+02	8.78113e-06	5.23912e+01	-9.61789e-13	8.84572e+04	5.83257e+04	8.94008e+00	-3.33835e-06
4.89610e+09	1.64731e+03	1.51632e+05	3.53686e+03	3.85952e+03	2.87880e-05	3.75975e-05	1.28924e+03	1.34168e+03	5.59770e-12	4.64787e-12	9.56071e+03	1.01587e+04	-5.44249e-01	-5.10592e-01	5.53835e+03	5.96568e+03	-3.51740e-01	-4.38643e-01	-1.77560e+06	-1.68727e+06	-2.14905e+06	-2.09166e+06	3.44935e+02	3.53831e+02	3.97790e-05	3.64536e-05	3.22662e+02	8.80950e-06	5.24480e+01	-9.49825e-13	8.83221e+04	5.73871e+04	8.89526e+00	-3.32547e-06
5.16810e+09	1.65094e+03	1.59786e+05	3.54215e+03	3.86447e+03	2.85292e-05	3.73661e-05	1.28857e+03	1.34108e+03	5.56199e-12	4.62390e-12	9.57684e+03	1.01748e+04	-5.40646e-01	-5.06888e-01	5.54243e+03	5.97268e+03	-3.50374e-01	-4.36016e-01	-1.77515e+06	-1.68697e+06	-2.13949e+06	-2.08304e+06	3.45026e+02	3.53876e+02	3.97196e-05	3.64069e-05	3.22320e+02	8.83688e-06	5.25026e+01	-9.38099e-13	8.81834e+04	5.64520e+04	8.84999e+00	-3.31274e-06
5.44010e+09	1.65448e+03	1.67919e+05	3.54742e+03	3.86941e+03	2.82746e-05	3.71378e-05	1.28792e+03	1.34047e+03	5.52675e-12	4.60017e-12	9.59290e+03	1.01909e+04	-5.37102e-01	-5.03241e-01	5.54650e+03	5.97966e+03	-3.49031e-01	-4.33423e-01	-1.77470e+06	-1.68666e+06	-2.12992e+06	-2.07440e+06	3.45107e+02	3.53911e+02	3.96606e-05	3.63605e-05	3.21986e+02	8.86319e-06	5.25508e+01	-9.26576e-13	8.80404e+04	5.55214e+04	8.80379e+00	-3.30018e-06
5.71210e+09	1.65784e+03	1.76033e+05	3.55268e+03	3.87435e+03	2.80235e-05	3.69119e-05	1.28727e+03	1.33986e+03	5.49189e-12	4.57666e-12	9.60896e+03	1.02070e+04	-5.33606e-01	-4.99639e-01	5.55059e+03	5.98667e+03	-3.47705e-01	-4.30854e-01	-1.77427e+06	-1.68638e+06	-2.12030e+06	-2.06570e+06	3.45171e+02	3.53927e+02	3.96019e-05	3.63141e-05	3.21666e+02	8.88838e-06	5.25892e+01	-9.15229e-13	8.78928e+04	5.45960e+04	8.75628e+00	-3.28781e-06
5.98410e+09	1.66122e+03	1.84127e+05	3.55792e+03	3.87927e+03	2.77772e-05	3.66898e-05	1.28663e+03	1.33926e+03	5.45755e-12	4.55344e-12	9.62489e+03	1.02230e+04	-5.30179e-01	-4.96106e-01	5.55464e+03	5.99363e+03	-3.46406e-01	-4.28330e-01	-1.77381e+06	-1.68607e+06	-2.11070e+06	-2.05702e+06	3.45239e+02	3.53947e+02	3.95436e-05	3.62681e-05	3.21349e+02	8.91266e-06	5.26257e+01	-9.04106e-13	8.77418e+04	5.36739e+04	8.70837e+00	-3.27558e-06
6.25610e+09	1.66460e+03	1.92202e+05	3.56312e+03	3.88416e+03	2.75354e-05	3.64714e-05	1.28601e+03	1.33867e+03	5.42371e-12	4.53051e-12	9.64071e+03	1.02389e+04	-5.26818e-01	-4.92640e-01	5.55863e+03	6.00052e+03	-3.45133e-01	-4.25851e-01	-1.77334e+06	-1.68576e+06	-2.10112e+06	-2.04836e+06	3.45310e+02	3.53970e+02	3.94859e-05	3.62224e-05	3.21036e+02	8.93604e-06	5.26602e+01	-8.93200e-13	8.75875e+04	5.27552e+04	8.66007e+00	-3.26349e-06
6.52810e+09	1.66789e+03	2.00258e+05	3.56831e+03	3.88904e+03	2.72974e-05	3.62559e-05	1.28539e+03	1.33808e+03	5.39029e-12	4.50781e-12	9.65648e+03	1.02548e+04	-5.23511e-01	-4.89225e-01	5.56261e+03	6.00740e+03	-3.43879e-01	-4.23403e-01	-1.77287e+06	-1.68544e+06	-2.09152e+06	-2.03968e+06	3.45373e+02	3.53984e+02	3.94285e-05	3.61769e-05	3.20731e+02	8.95846e-06	5.26887e+01	-8.82477e-13	8.74293e+04	5.18407e+04	8.61090e+00	-3.25157e-06
6.80010e+09	1.67101e+03	2.08295e+05	3.57349e+03	3.89392e+03	2.70627e-05	3.60426e-05	1.28477e+03	1.33748e+03	5.35723e-12	4.48531e-12	9.67222e+03	1.02706e+04	-5.20247e-01	-4.85862e-01	5.56661e+03	6.01431e+03	-3.42641e-01	-4.20981e-01	-1.77241e+06	-1.68515e+06	-2.08188e+06	-2.03095e+06	3.45420e+02	3.53980e+02	3.93714e-05	3.61315e-05	3.20438e+02	8.97986e-06	5.27085e+01	-8.71917e-13	8.72670e+04	5.09311e+04	8.56055e+00	-3.23982e-06
7.07209e+09	1.67414e+03	2.16313e+05	3.57864e+03	3.89879e+03	2.68322e-05	3.58327e-05	1.28417e+03	1.33690e+03	5.32465e-12	4.46309e-12	9.68786e+03	1.02863e+04	-5.17043e-01	-4.82541e-01	5.57056e+03	6.02116e+03	-3.41427e-01	-4.18590e-01	-1.77194e+06	-1.68483e+06	-2.07226e+06	-2.02224e+06	3.45470e+02	3.53979e+02	3.93147e-05	3.60865e-05	3.20149e+02	9.00044e-06	5.27263e+01	-8.61558e-13	8.71016e+04	5.00247e+04	8.50983e+00	-3.22821e-06
7.34409e+09	1.67728e+03	2.24313e+05	3.58376e+03	3.90362e+03	2.66058e-05	3.56261e-05	1.28358e+03	1.33633e+03	5.29252e-12	4.44112e-12	9.70339e+03	1.03020e+04	-5.13898e-01	-4.79288e-01	5.57447e+03	6.02796e+03	-3.40236e-01	-4.16244e-01	-1.77144e+06	-1.68451e+06	-2.06266e+06	-2.01354e+06	3.45522e+02	3.53981e+02	3.92585e-05	3.60418e-05	3.19863e+02	9.02023e-06	5.27423e+01	-8.51395e-13	8.69332e+04	4.91216e+04	8.45875e+00	-3.21672e-06
7.61609e+09	1.68031e+03	2.32295e+05	3.58887e+03	3.90846e+03	2.63829e-05	3.54220e-05	1.28300e+03	1.33575e+03	5.26078e-12	4.41938e-12	9.71887e+03	1.03175e+04	-5.10802e-01	-4.76093e-01	5.57837e+03	6.03475e+03	-3.39063e-01	-4.13931e-01	-1.77095e+06	-1.68419e+06	-2.05304e+06	-2.00482e+06	3.45566e+02	3.53973e+02	3.92026e-05	3.59972e-05	3.19586e+02	9.03913e-06	5.27524e+01	-8.41398e-13	8.67613e+04	4.82226e+04	8.40684e+00	-3.20540e-06
7.88809e+09	1.68322e+03	2.40258e+05	3.59396e+03	3.91328e+03	2.61631e-05	3.52202e-05	1.28242e+03	1.33518e+03	5.22940e-12	4.39784e-12	9.73431e+03	1.03331e+04	-5.07750e-01	-4.72914e-01	5.58228e+03	6.04154e+03	-3.37906e-01	-4.11630e-01	-1.77047e+06	-1.68388e+06	-2.04339e+06	-1.99606e+06	3.45598e+02	3.53952e+02	3.91470e-05	3.59528e-05	3.19318e+02	9.05715e-06	5.27560e+01	-8.31559e-13	8.65859e+04	4.73279e+04	8.35402e+00	-3.19423e-06
8.16009e+09	1.68618e+03	2.48203e+05	3.59903e+03	3.91808e+03	2.59473e-05	3.50218e-05	1.28185e+03	1.33461e+03	5.19847e-12	4.37656e-12	9.74963e+03	1.03485e+04	-5.04756e-01	-4.69807e-01	5.58613e+03	6.04827e+03	-3.36773e-01	-4.09375e-01	-1.76996e+06	-1.68355e+06	-2.03377e+06	-1.98733e+06	3.45637e+02	3.53938e+02	3.90919e-05	3.59087e-05	3.19053e+02	9.07447e-06	5.27591e+01	-8.21910e-13	8.64079e+04	4.64360e+04	8.30102e+00	-3.18317e-06
8.43209e+09	1.68913e+03	2.56130e+05	3.60407e+03	3.92286e+03	2.57353e-05	3.48263e-05	1.28130e+03	1.33406e+03	5.16796e-12	4.35553e-12	9.76485e+03	1.03639e+04	-5.01819e-01	-4.66758e-01	5.58993e+03	6.05495e+03	-3.35662e-01	-4.07158e-01	-1.76944e+06	-1.68321e+06	-2.02417e+06	-1.97862e+06	3.45678e+02	3.53926e+02	3.90372e-05	3.58650e-05	3.18791e+02	9.09106e-06	5.27606e+01	-8.12438e-13	8.62273e+04	4.55472e+04	8.24770e+00	-3.17224e-06
8.70409e+09	1.69197e+03	2.64040e+05	3.60910e+03	3.92764e+03	2.55262e-05	3.46331e-05	1.28075e+03	1.33351e+03	5.13780e-12	4.33469e-12	9.78003e+03	1.03792e+04	-4.98914e-01	-4.63738e-01	5.59374e+03	6.06163e+03	-3.34563e-01	-4.04959e-01	-1.76892e+06	-1.68287e+06	-2.01454e+06	-1.96988e+06	3.45709e+02	3.53903e+02	3.89828e-05	3.58214e-05	3.18538e+02	9.10686e-06	5.27559e+01	-8.03114e-13	8.60433e+04	4.46624e+04	8.19354e+00	-3.16146e-06
8.97609e+09	1.69470e+03	2.71931e+05	3.61412e+03	3.93241e+03	2.53201e-05	3.44419e-05	1.28020e+03	1.33295e+03	5.10798e-12	4.31404e-12	9.79518e+03	1.03945e+04	-4.96055e-01	-4.60760e-01	5.59755e+03	6.06831e+03	-3.33480e-01	-4.02784e-01	-1.76840e+06	-1.68255e+06	-2.00488e+06	-1.96110e+06	3.45730e+02	3.53868e+02	3.89287e-05	3.57779e-05	3.18294e+02	9.12186e-06	5.27453e+01	-7.93934e-13	8.58562e+04	4.37817e+04	8.13856e+00	-3.15082e-06
9.24809e+09	1.69743e+03	2.79805e+05	3.61911e+03	3.93716e+03	2.51174e-05	3.42536e-05	1.27967e+03	1.33240e+03	5.07855e-12	4.29363e-12	9.81022e+03	1.04097e+04	-4.93246e-01	-4.57832e-01	5.60132e+03	6.07494e+03	-3.32418e-01	-4.00643e-01	-1.76788e+06	-1.68221e+06	-1.99525e+06	-1.95234e+06	3.45753e+02	3.53836e+02	3.88751e-05	3.57348e-05	3.18053e+02	9.13620e-06	5.27332e+01	-7.84921e-13	8.56666e+04	4.29040e+04	8.08330e+00	-3.14031e-06
9.52009e+09	1.70016e+03	2.87662e+05	3.62407e+03	3.94189e+03	2.49181e-05	3.40680e-05	1.27914e+03	1.33186e+03	5.04952e-12	4.27345e-12	9.82517e+03	1.04248e+04	-4.90485e-01	-4.54952e-01	5.60505e+03	6.08152e+03	-3.31374e-01	-3.98535e-01	-1.76733e+06	-1.68186e+06	-1.98563e+06	-1.94360e+06	3.45778e+02	3.53806e+02	3.88218e-05	3.56919e-05	3.17816e+02	9.14990e-06	5.27198e+01	-7.76069e-13	8.54747e+04	4.20292e+04	8.02776e+00	-3.12990e-06
9.79209e+09	1.70308e+03	2.95500e+05	3.62900e+03	3.94657e+03	2.47230e-05	3.38861e-05	1.27864e+03	1.33136e+03	5.02097e-12	4.25356e-12	9.83994e+03	1.04397e+04	-4.87786e-01	-4.52137e-01	5.60868e+03	6.08799e+03	-3.30357e-01	-3.96475e-01	-1.76674e+06	-1.68146e+06	-1.97608e+06	-1.93493e+06	3.45825e+02	3.53798e+02	3.87691e-05	3.56495e-05	3.17574e+02	9.16316e-06	5.27119e+01	-7.67409e-13	8.52812e+04	4.11559e+04	7.97274e+00	-3.11956e-06
1.00641e+10	1.70614e+03	3.03320e+05	3.63389e+03	3.95122e+03	2.45316e-05	3.37076e-05	1.27816e+03	1.33087e+03	4.99286e-12	4.23393e-12	9.85456e+03	1.04545e+04	-4.85142e-01	-4.49379e-01	5.61223e+03	6.09436e+03	-3.29364e-01	-3.94458e-01	-1.76612e+06	-1.68103e+06	-1.96660e+06	-1.92632e+06	3.45888e+02	3.53806e+02	3.87169e-05	3.56076e-05	3.17329e+02	9.17593e-06	5.27075e+01	-7.58926e-13	8.50861e+04	4.02846e+04	7.91802e+00	-3.10930e-06
1.03361e+10	1.70918e+03	3.11121e+05	3.63876e+03	3.95585e+03	2.43433e-05	3.35314e-05	1.27769e+03	1.33039e+03	4.96510e-12	4.21451e-12	9.86909e+03	1.04693e+04	-4.82542e-01	-4.46288e-01	5.61575e+03	6.10070e+03	-3.28388e-01	-3.92302e-01	-1.76548e+06	-1.68059e+06	-1.95713e+06	-1.91771e+06	3.45951e+02	3.53814e+02	3.86651e-05	3.55659e-05	3.17089e+02	9.18811e-06	5.27014e+01	-7.50588e-13	8.48886e+04	3.94162e+04	7.86299e+00	-3.09915e-06
1.06081e+10	1.71225e+03	3.18903e+05	3.64361e+03	3.96046e+03	2.41581e-05	3.33578e-05	1.27722e+03	1.32992e+03	4.93771e-12	4.19531e-12	9.88352e+03	1.04839e+04	-4.79986e-01	-4.43993e-01	5.61922e+03	6.10698e+03	-3.27429e-01	-3.90512e-01	-1.76483e+06	-1.68014e+06	-1.94768e+06	-1.90913e+06	3.46018e+02	3.53826e+02	3.86136e-05	3.55245e-05	3.16850e+02	9.19974e-06	5.26949e+01	-7.42397e-13	8.46890e+04	3.85506e+04	7.80781e+00	-3.08910e-06
1.08801e+10	1.71487e+03	3.26666e+05	3.64848e+03	3.96511e+03	2.39738e-05	3.31841e-05	1.27674e+03	1.32941e+03	4.91043e-12	4.17616e-12	9.89808e+03	1.04987e+04	-4.77437e-01	-4.41320e-01	5.62281e+03	6.11339e+03	-3.26469e-01	-3.88541e-01	-1.76424e+06	-1.67975e+06	-1.93809e+06	-1.90040e+06	3.46041e+02	3.53791e+02	3.85621e-05	3.54829e-05	3.16635e+02	9.21038e-06	5.26703e+01	-7.34267e-13	8.44850e+04	3.76913e+04	7.75044e+00	-3.07927e-06
1.11521e+10	1.71722e+03	3.34412e+05	3.65334e+03	3.96978e+03	2.37911e-05	3.30114e-05	1.27625e+03	1.32888e+03	4.88336e-12	4.15713e-12	9.91268e+03	1.05135e+04	-4.74910e-01	-4.38664e-01	5.62645e+03	6.11987e+03	-3.25514e-01	-3.86573e-01	-1.76368e+06	-1.67940e+06	-1.92842e+06	-1.89159e+06	3.46037e+02	3.53728e+02	3.85108e-05	3.54412e-05	3.16434e+02	9.22023e-06	5.26345e+01	-7.26231e-13	8.42778e+04	3.68369e+04	7.69168e+00	-3.06961e-06
1.14241e+10	1.71958e+03	3.42140e+05	3.65819e+03	3.97442e+03	2.36114e-05	3.28410e-05	1.27577e+03	1.32836e+03	4.85663e-12	4.13830e-12	9.92719e+03	1.05282e+04	-4.72425e-01	-4.36048e-01	5.63005e+03	6.12631e+03	-3.24577e-01	-3.84634e-01	-1.76311e+06	-1.67904e+06	-1.91877e+06	-1.88279e+06	3.46035e+02	3.53667e+02	3.84598e-05	3.53997e-05	3.16237e+02	9.22955e-06	5.25977e+01	-7.18332e-13	8.40686e+04	3.59852e+04	7.63271e+00	-3.06006e-06
1.16961e+10	1.72193e+03	3.49850e+05	3.66301e+03	3.97905e+03	2.34345e-05	3.26729e-05	1.27529e+03	1.32785e+03	4.83023e-12	4.11966e-12	9.94162e+03	1.05428e+04	-4.69978e-01	-4.33471e-01	5.63362e+03	6.13270e+03	-3.23654e-01	-3.82721e-01	-1.76252e+06	-1.67866e+06	-1.90913e+06	-1.87400e+06	3.46035e+02	3.53608e+02	3.84091e-05	3.53585e-05	3.16043e+02	9.23837e-06	5.25599e+01	-7.10568e-13	8.38574e+04	3.51362e+04	7.57354e+00	-3.05060e-06
1.19681e+10	1.72393e+03	3.57543e+05	3.66784e+03	3.98371e+03	2.32588e-05	3.25051e-05	1.27481e+03	1.32732e+03	4.80399e-12	4.10111e-12	9.95614e+03	1.05575e+04	-4.67545e-01	-4.30901e-01	5.63727e+03	6.13919e+03	-3.22734e-01	-3.80804e-01	-1.76199e+06	-1.67834e+06	-1.89938e+06	-1.86509e+06	3.45998e+02	3.53511e+02	3.83585e-05	3.53172e-05	3.15868e+02	9.24633e-06	5.25075e+01	-7.02875e-13	8.36427e+04	3.42927e+04	7.51259e+00	-3.04133e-06
