# This is an exemplary isentrope for a harzburgitic mantle composition, using the
# Birch-Murnaghan equation of state, and computed by the BurnMan software. Other compositions, equations of
# state, and software packages are supported as well, as long as the their results are in the format
# below.
#
# POINTS: 501 
# depth (m), pressure (Pa), temperature (K), density (kg/m^3), gravity (m/s^2), thermal expansivity (1/K), specific heat (J/K/kg), compressibility (1/Pa)
depth                   pressure                temperature             density                 gravity                 thermal_expansivity     specific_heat           compressibility
0.0000000000E+00	1.4465307034E+03	1.6000000243E+03	3.2055371969E+03	9.8100004375E+00	4.2555362572E-05	1.2634520171E+03	1.0181850339E-11
5.6045000000E+03	1.7639902860E+08	1.6029572050E+03	3.2110265498E+03	9.8121812661E+00	4.2109092826E-05	1.2623274497E+03	1.0098608498E-11
1.1209250000E+04	3.5313966759E+08	1.6058921778E+03	3.2187514165E+03	9.8143625735E+00	4.1662799535E-05	1.2612028320E+03	1.0015362944E-11
1.6813750000E+04	5.3020502741E+08	1.6088044369E+03	3.2240625049E+03	9.8165439741E+00	4.1216529789E-05	1.2600782157E+03	9.9321211025E-12
2.2418250000E+04	7.0766606574E+08	1.6116939916E+03	3.2269858734E+03	9.8187175549E+00	4.0781000518E-05	1.2589833837E+03	9.8506182740E-12
2.8023000000E+04	8.8539839148E+08	1.6145618238E+03	3.2347329163E+03	9.8208771180E+00	4.0366193393E-05	1.2579461465E+03	9.7724686183E-12
3.3627500000E+04	1.0634564387E+09	1.6174080197E+03	3.2398804966E+03	9.8230367751E+00	3.9951404771E-05	1.2569088335E+03	9.6943233155E-12
3.9232000000E+04	1.2419053260E+09	1.6202328294E+03	3.2428564810E+03	9.8251964323E+00	3.9536618332E-05	1.2558715206E+03	9.6161776660E-12
4.4836750000E+04	1.4206251721E+09	1.6230364753E+03	3.2503459618E+03	9.8273420712E+00	3.9141604491E-05	1.2548887525E+03	9.5412650851E-12
5.0441250000E+04	1.5996606513E+09	1.6258198058E+03	3.2555261932E+03	9.8294820832E+00	3.8754840240E-05	1.2539285380E+03	9.4677012894E-12
5.6045750000E+04	1.7790877760E+09	1.6285829711E+03	3.2582650142E+03	9.8316220952E+00	3.8368075988E-05	1.2529683966E+03	9.3941374936E-12
