# POINTS: 201 
# depth (m), pressure (Pa), temperature (K), density (kg/m^3), gravity (m/s^2), thermal expansivity (/K), Cp (J/K/kg), beta (/Pa)
0.0000000000e+00	1.0000000000e+05	1.6000000000e+03	3.2055371065e+03	9.8100000000e+00	4.2555366027e-05	1.2634520518e+03	1.0181850773e-11
2.0506009121e+04	6.5009950000e+08	1.6107362166e+03	3.2250538520e+03	9.8179810621e+00	4.0922529587e-05	1.2593373291e+03	9.8772819273e-12
4.0878172873e+04	1.3000990000e+09	1.6211069468e+03	3.2441714539e+03	9.8258307881e+00	3.9414788343e-05	1.2555668831e+03	9.5932251122e-12
6.1121076045e+04	1.9500985000e+09	1.6311363233e+03	3.2629119471e+03	9.8335598396e+00	3.8017832381e-05	1.2520989765e+03	9.3275205117e-12
8.1239016881e+04	2.6000980000e+09	1.6408460718e+03	3.2812953806e+03	9.8411776630e+00	3.6719510540e-05	1.2488984578e+03	9.0783159855e-12
1.0123602055e+05	3.2500975000e+09	1.6502558348e+03	3.2993400702e+03	9.8486928247e+00	3.5509428105e-05	1.2459354871e+03	8.8440120664e-12
1.2111585198e+05	3.9000970000e+09	1.6593834381e+03	3.3170628055e+03	9.8561131409e+00	3.4378633479e-05	1.2431845530e+03	8.6232187778e-12
1.4088202729e+05	4.5500965000e+09	1.6682451160e+03	3.3344790262e+03	9.8634456712e+00	3.3319371005e-05	1.2406237032e+03	8.4147212606e-12
1.6053782419e+05	5.2000960000e+09	1.6768557002e+03	3.3516029722e+03	9.8706967107e+00	3.2324884021e-05	1.2382339377e+03	8.2174521621e-12
1.8008629267e+05	5.8500955000e+09	1.6852287783e+03	3.3684478055e+03	9.8778719285e+00	3.1389256569e-05	1.2359987232e+03	8.0304692859e-12
1.9953026371e+05	6.5000950000e+09	1.6933768393e+03	3.3850257362e+03	9.8849762585e+00	3.0507283807e-05	1.2339036004e+03	7.8529370875e-12
2.1887235861e+05	7.1500945000e+09	1.7013113825e+03	3.4013480985e+03	9.8920140948e+00	2.9674367620e-05	1.2319358678e+03	7.6841117638e-12
2.3811499670e+05	7.8000940000e+09	1.7090430312e+03	3.4174254567e+03	9.8989892721e+00	2.8886428508e-05	1.2300843182e+03	7.5233284492e-12
2.5726040322e+05	8.4500935000e+09	1.7165816136e+03	3.4332676611e+03	9.9059056327e+00	2.8139834271e-05	1.2283390260e+03	7.3699908921e-12
2.7631064376e+05	9.1000930000e+09	1.7239362461e+03	3.4488839229e+03	9.9127684572e+00	2.7431339158e-05	1.2266911665e+03	7.2235625097e-12
2.9526792603e+05	9.7500925000e+09	1.7311153995e+03	3.4642828674e+03	9.9195893368e+00	2.6758033381e-05	1.2251328674e+03	7.0835589535e-12
3.1413489046e+05	1.0400092000e+10	1.7381269619e+03	3.4794725884e+03	9.9263833589e+00	2.6117300073e-05	1.2236570827e+03	6.9495417092e-12
3.3291462038e+05	1.1050091500e+10	1.7449782942e+03	3.4944607001e+03	9.9331537805e+00	2.5506778685e-05	1.2222574860e+03	6.8211126158e-12
3.5161062671e+05	1.1700091000e+10	1.7516762621e+03	3.5092543425e+03	9.9398760301e+00	2.4924335359e-05	1.2209283839e+03	6.6979094949e-12
3.7022683466e+05	1.2350090500e+10	1.7582273026e+03	3.5238602714e+03	9.9465219251e+00	2.4368034116e-05	1.2196646337e+03	6.5796016671e-12
3.8876299794e+05	1.3000090000e+10	1.7646374435e+03	3.5382848512e+03	9.9532377114e+00	2.3836115606e-05	1.2184615816e+03	6.4658868114e-12
4.0713290033e+05	1.3650089500e+10	1.7865598649e+03	3.6000752465e+03	9.9596393561e+00	2.4045743081e-05	1.2226022531e+03	6.0657590514e-12
