# This is a data table for enstatite computed using BurnMan.
# Independent variables are entropy and pressure.
# POINTS: 131 131
# s,J/kg/K P(bar) T(K) rho,kg/m3 alpha,1/K cp,J/K/kg vp,km/s vs,km/s h,J/kg
1757.8146313530929 11333.333333333332 823.5175946224481 3061.5145660206645 3.301003075146555e-05 1248.145741241601 4.7198913114374075e-05 75647464213.97864 -13702731.608233387
1761.2762313242692 11333.333333333332 825.8042508622166 3061.2832441412897 3.307888563055117e-05 1248.6370155243985 4.720247963874158e-05 75561630435.222 -13699876.966715375
1764.7378312954447 11333.333333333332 828.096353597939 3061.0509034687316 3.3148390582872186e-05 1249.1278682231498 4.720606241348513e-05 75475158385.9238 -13697014.400291424
1768.19943126662 11333.333333333332 830.3939143973403 3060.8175361394897 3.3218559640373844e-05 1249.6183345225868 4.720966156716855e-05 75388035930.01483 -13694143.890087886
1771.6610312377952 11333.333333333332 832.6969447876327 3060.583134150489 3.3289407280336246e-05 1250.1084499545084 4.7213277230617745e-05 75300251059.05081 -13691265.417191138
1775.122631208971 11333.333333333332 835.0054562522564 3060.3476893682446 3.336094843584618e-05 1250.598251017736 4.7216909536781926e-05 75211791707.51018 -13688378.962647736
1778.584231180147 11333.333333333332 837.3194602292497 3060.111193509231 3.343319878418782e-05 1251.0877745362234 4.722055862103891e-05 75122644825.18623 -13685484.50746455
1782.0458311513225 11333.333333333332 839.6389681103174 3059.873638153553 3.3506174015214064e-05 1251.5770582185223 4.7224224620986965e-05 75032797385.87364 -13682582.032608947
1785.5074311224982 11333.333333333332 841.9639912371058 3059.6350147235344 3.357989026309121e-05 1252.0661408922142 4.722790767677787e-05 74942235649.76315 -13679671.519008933
1788.9690310936737 11333.333333333332 844.2945408993401 3059.395314496491 3.365436496764346e-05 1252.5550617394704 4.7231607930922626e-05 74850945732.32506 -13676752.94755335
1792.4306310648492 11333.333333333332 846.6306283338927 3059.1545285779475 3.372961550059702e-05 1253.0438613510864 4.7235325528707794e-05 74758913427.22441 -13673826.29909205
1795.8922310360244 11333.333333333332 848.9722647189628 3058.912647920713 3.3805659610104335e-05 1253.5325810801232 4.723906061790406e-05 74666123294.05164 -13670891.554436078
1799.3538310072008 11333.333333333332 851.3194611754734 3058.6696633044057 3.388251644448766e-05 1254.0212628495551 4.724281334908542e-05 74572560517.94272 -13667948.694357889
1802.8154309783758 11333.333333333332 853.6722287619486 3058.425565330272 3.396020516762061e-05 1254.5099494472029 4.7246583875712456e-05 74478208952.44078 -13664997.699591547
1806.2770309495513 11333.333333333332 856.030578474747 3058.1803444214047 3.403874574694291e-05 1254.9986855070365 4.725037235413232e-05 74383052301.08015 -13662038.550832937
1809.7386309207272 11333.333333333332 858.3945212392136 3057.933990814876 3.4118158885671724e-05 1255.4875167354423 4.725417894370365e-05 74287073335.77379 -13659071.22874
1813.2002308919025 11333.333333333332 860.7640679127071 3057.686494554786 3.419846599768027e-05 1255.9764893494003 4.725800380690759e-05 74190254765.09857 -13656095.713932978
1816.6618308630782 11333.333333333332 863.1392292778473 3057.4378454844154 3.4279689411269305e-05 1256.4656509217705 4.726184710947268e-05 74092578456.89879 -13653111.986994648
1820.1234308342537 11333.333333333332 865.5200160422828 3057.188033241987 3.4361852170058347e-05 1256.9550504274202 4.7265709020444246e-05 73994025758.81563 -13650120.028470598
1823.5850308054305 11333.333333333332 867.9064388317056 3056.9370472501455 3.4444977984737794e-05 1257.444738157223 4.726958971235096e-05 73894577213.25073 -13647119.81886948
1827.046630776605 11333.333333333332 870.2985081898514 3056.6848767144293 3.452909137625096e-05 1257.9347657654098 4.7273489361232546e-05 73794212876.99622 -13644111.338663314
1830.5082307477812 11333.333333333332 872.6962345712818 3056.4315106082868 3.46142183958908e-05 1258.425186915652 4.7277408146875755e-05 73692911560.36453 -13641094.568287753
1833.9698307189565 11333.333333333332 875.0996283388231 3056.176937668877 3.4700385415494865e-05 1258.916056098955 4.7281346252883716e-05 73590652285.15016 -13638069.488142438
1837.4314306901322 11333.333333333332 877.5086997607723 3055.921146390187 3.4787620004372235e-05 1259.4074294723864 4.7285303866786976e-05 73487412449.58247 -13635036.078591287
1840.893030661307 11333.333333333332 879.9234590050764 3055.6641250089856 3.4875951043914046e-05 1259.8993655002655 4.728928118026554e-05 73383169048.06543 -13631994.31996284
1844.3546306324836 11333.333333333332 882.3439161339775 3055.405861498867 3.496540834594243e-05 1260.3919237720183 4.729327838924602e-05 73277898157.09444 -13628944.19255063
1847.8162306036581 11333.333333333332 884.7700811026152 3055.146343558028 3.505602288944074e-05 1260.8851659559386 4.729729569409591e-05 73171574784.30258 -13625885.676613526
1851.277830574834 11333.333333333332 887.201963749947 3054.885558600647 3.514782685163391e-05 1261.3791560661484 4.730133329976238e-05 73064173309.04715 -13622818.752376147
1854.7394305460102 11333.333333333332 889.6395737961866 3054.623493745589 3.5240853874386e-05 1261.873959953615 4.730539141595269e-05 72955666685.87491 -13619743.400029238
1858.2010305171848 11333.333333333332 892.0829208355863 3054.3601358024393 3.5335138845699884e-05 1262.3696459979212 4.730947025735621e-05 72846027415.43822 -13616659.599730127
1861.6626304883616 11333.333333333332 894.5320143310819 3054.0954712665175 3.543071831100973e-05 1262.8662845948863 4.7313570043727715e-05 72735226170.47266 -13613567.331603138
1865.1242304595366 11333.333333333332 896.9868636089377 3053.829486292401 3.552763009204438e-05 1263.3639483081154 4.7317691000303697e-05 72623233175.88855 -13610466.575740078
1868.5858304307123 11333.333333333332 899.4474778526928 3053.562166695245 3.562591370611458e-05 1263.862713033347 4.73218333577885e-05 72510017134.95726 -13607357.31220071
1872.0474304018885 11333.333333333332 901.9138660931494 3053.2934979252527 3.572561069288533e-05 1264.3626573547908 4.732599735275678e-05 72395545388.22093 -13604239.521013262
1875.5090303730633 11333.333333333332 904.3860372046474 3053.0234650591756 3.582676410281277e-05 1264.8638619788408 4.7330183227792255e-05 72279784243.4533 -13601113.182174968
1878.9706303442395 11333.333333333332 906.8639998971485 3052.7520527784154 3.592941885667435e-05 1265.3664115421523 4.7334391231834694e-05 72162698155.5647 -13597978.275652621
1882.4322303154147 11333.333333333332 909.3477627052926 3052.479245360573 3.603362214896325e-05 1265.8703942617267 4.7338621620318655e-05 72044250351.60074 -13594834.781383159
1885.89383028659 11333.333333333332 911.8373339816462 3052.205026652227 3.613942309660951e-05 1266.3759006492098 4.734287465560372e-05 71924402478.54874 -13591682.679274285
1889.3554302577656 11333.333333333332 914.3327218906488 3051.9293800542746 3.6246873321461424e-05 1266.8830257825061 4.73471506072104e-05 71803114657.12747 -13588521.949205104
1892.8170302289418 11333.333333333332 916.8339343927801 3051.6522885028207 3.635602665589133e-05 1267.3918687681905 4.735144975212546e-05 71680344746.52982 -13585352.571026802
1896.2786302001168 11333.333333333332 919.340979240369 3051.3737344456317 3.646693971378094e-05 1267.9025322864343 4.735577237517663e-05 71556049484.07382 -13582174.524563368
1899.740230171292 11333.333333333332 921.8538639633916 3051.093699819512 3.6579672005102494e-05 1268.4151239461578 4.736011876939339e-05 71430182912.7615 -13578987.789612325
1903.2018301424682 11333.333333333332 924.3725958596915 3050.812166025039 3.66942853839291e-05 1268.929755522115 4.736448923640946e-05 71302697582.69165 -13575792.34594552
1906.6634301136442 11333.333333333332 926.8971819835715 3050.529113905802 3.681084524229187e-05 1269.4465445959086 4.736888408679585e-05 71173543392.63281 -13572588.173309958
1910.1250300848196 11333.333333333332 929.4276291292626 3050.2445237124857 3.692942039072578e-05 1269.9656141879732 4.737330364062986e-05 71042667847.30821 -13569375.251428647
1913.5866300559949 11333.333333333332 931.9639438206796 3049.9583750848738 3.705008270902935e-05 1270.4870917616265 4.737774822778651e-05 70910016644.25934 -13566153.560001552
