# This is a data table for enstatite computed using BurnMan.
# Independent variables are entropy and pressure.
# POINTS: 151 151
# s,J/kg/K P(bar) T(K) rho,kg/m3 alpha,1/K cp,J/K/kg vp,km/s vs,km/s h,J/kg
1753.7421607987692 11176.470588235296 820.7194076701999 3061.1509654895253 3.30394321369926e-05 1247.6763553681915 4.7204519355317776e-05 75567150072.63588 -13711343.024500072
1756.7965137145125 11176.470588235296 822.7306646504439 3060.947370315887 3.310019205690617e-05 1248.11144485305 4.720765910623537e-05 75491561338.3465 -13708833.189463448
1759.8508666302555 11176.470588235296 824.7461471329443 3060.7429846247055 3.316145774934848e-05 1248.5461920322325 4.721081146828732e-05 75415476905.2812 -13706317.204891179
1762.905219545999 11176.470588235296 826.7658630521037 3060.5378030364623 3.32232377284027e-05 1248.9806198648487 4.7213976529431045e-05 75338889069.95163 -13703795.057864964
1765.9595724617425 11176.470588235296 828.7898203241639 3060.3318201012344 3.328554240360514e-05 1249.4147521225034 4.721715437877583e-05 75261789671.926 -13701266.735442277
1769.0139253774848 11176.470588235296 830.8180268350989 3060.1250302762846 3.3348381879985465e-05 1249.8486147970057 4.722034510692974e-05 75184170101.18895 -13698732.22465647
1772.068278293228 11176.470588235296 832.8504904448055 3059.9174279405484 3.341176675091029e-05 1250.282232509506 4.7223548805777615e-05 75106021727.57301 -13696191.512516847
1775.122631208971 11176.470588235296 834.8872189866379 3059.709007385723 3.347570754298075e-05 1250.7156310920566 4.722676556861982e-05 75027335692.7078 -13693644.586008733
1778.1769841247146 11176.470588235296 836.9282202632166 3059.4997628109704 3.354021530259389e-05 1251.1488364296108 4.722999549025553e-05 74948103125.03586 -13691091.43209359
1781.2313370404577 11176.470588235296 838.9735020496882 3059.2896883302037 3.3605301154355855e-05 1251.5818746059667 4.723323866687168e-05 74868314792.9426 -13688532.037709078
1784.2856899562014 11176.470588235296 841.0230720890686 3059.078777961395 3.367097740237854e-05 1252.0147737417947 4.723649519620954e-05 74787960412.58353 -13685966.389769157
1787.3400428719444 11176.470588235296 843.076938089449 3058.867025623084 3.3737255522701175e-05 1252.447561419005 4.7239765177620185e-05 74707030683.7 -13683394.475164196
1790.3943957876872 11176.470588235296 845.1351077277213 3058.654425138973 3.3804147668206564e-05 1252.8802651149097 4.724304871199514e-05 74625514847.36615 -13680816.280761058
1793.4487487034303 11176.470588235296 847.1975886453874 3058.4409702317444 3.387166696092967e-05 1253.3129136100802 4.7246345901863496e-05 74543403480.97125 -13678231.793403225
1796.5031016191735 11176.470588235296 849.2643884476274 3058.2266545150833 3.3939826433450714e-05 1253.7455368334108 4.724965685151683e-05 74460684817.91223 -13675640.999910876
1799.5574545349166 11176.470588235296 851.3355146995746 3058.011471498283 3.400863977296e-05 1254.178164438085 4.725298166693981e-05 74377348436.99237 -13673043.88708104
1802.6118074506594 11176.470588235296 853.4109749300405 3057.7954145782783 3.40781204741079e-05 1254.6108267928098 4.7256320455935086e-05 74293382702.08089 -13670440.441687679
1805.6661603664027 11176.470588235296 855.4907766245306 3057.578477042457 3.414828281849412e-05 1255.0435559469004 4.7259673328081675e-05 74208776085.2595 -13667830.650481831
