mat07    2.5444228920E+03    1.3831086240E+06    2.9998879876E+06    5.6000001298E+05    6.2999998339E+05    0.0000000000E+00    0.0000000000E+00
mat07    5.0894979990E+03    1.3830223832E+06    2.9997607701E+06    5.5998767464E+05    6.3000234725E+05    0.0000000000E+00    0.0000000000E+00
mat07    7.6351473193E+03    1.3829360359E+06    2.9996335227E+06    5.5997271474E+05    6.3000482592E+05    0.0000000000E+00    0.0000000000E+00
mat07    1.0181019410E+04    1.3828494379E+06    2.9995062492E+06    5.5995773234E+05    6.3000730561E+05    0.0000000000E+00    0.0000000000E+00
mat07    1.2727713955E+04    1.3827627279E+06    2.9993789671E+06    5.5994273246E+05    6.3000978599E+05    0.0000000000E+00    0.0000000000E+00
mat07    1.5274636705E+04    1.3826759944E+06    2.9992516467E+06    5.5992771514E+05    6.3001226677E+05    0.0000000000E+00    0.0000000000E+00
mat07    1.7822249334E+04    1.3825891324E+06    2.9991243174E+06    5.5991268328E+05    6.3001474833E+05    0.0000000000E+00    0.0000000000E+00
mat07    2.0370603169E+04    1.3825022259E+06    2.9989969563E+06    5.5989762567E+05    6.3001723084E+05    0.0000000000E+00    0.0000000000E+00
mat07    2.2919541600E+04    1.3824153092E+06    2.9988695608E+06    5.5988254378E+05    6.3001971464E+05    0.0000000000E+00    0.0000000000E+00
mat07    2.5469059781E+04    1.3823283632E+06    2.9987421388E+06    5.5986744454E+05    6.3002219907E+05    0.0000000000E+00    0.0000000000E+00
mat07    2.8018774615E+04    1.3822413342E+06    2.9986146904E+06    5.5985231191E+05    6.3002468439E+05    0.0000000000E+00    0.0000000000E+00
mat07    3.0569240864E+04    1.3821543618E+06    2.9984872348E+06    5.5983716283E+05    6.3002717119E+05    0.0000000000E+00    0.0000000000E+00
mat07    3.3120175668E+04    1.3820673420E+06    2.9983597443E+06    5.5982199651E+05    6.3002965824E+05    0.0000000000E+00    0.0000000000E+00
mat07    3.5671792478E+04    1.3819805562E+06    2.9982322331E+06    5.5980681163E+05    6.3003214597E+05    0.0000000000E+00    0.0000000000E+00
mat07    3.8223894459E+04    1.3818940028E+06    2.9981046904E+06    5.5979160823E+05    6.3003463480E+05    0.0000000000E+00    0.0000000000E+00
mat07    4.0776559560E+04    1.3818076950E+06    2.9979771261E+06    5.5977637909E+05    6.3003712510E+05    0.0000000000E+00    0.0000000000E+00
mat07    4.3330145771E+04    1.3817215070E+06    2.9978495363E+06    5.5976112200E+05    6.3003961633E+05    0.0000000000E+00    0.0000000000E+00
mat07    4.5883903239E+04    1.3816354039E+06    2.9977219031E+06    5.5974584088E+05    6.3004210881E+05    0.0000000000E+00    0.0000000000E+00
mat07    4.8438111779E+04    1.3815493886E+06    2.9975942640E+06    5.5973054006E+05    6.3004460172E+05    0.0000000000E+00    0.0000000000E+00
mat07    5.0992314302E+04    1.3814635664E+06    2.9974666050E+06    5.5971522280E+05    6.3004709598E+05    0.0000000000E+00    0.0000000000E+00
mat07    5.3546943762E+04    1.3813778578E+06    2.9973389490E+06    5.5969989233E+05    6.3004959052E+05    0.0000000000E+00    0.0000000000E+00
mat07    5.6101987520E+04    1.3812920356E+06    2.9972112743E+06    5.5968454273E+05    6.3005208573E+05    0.0000000000E+00    0.0000000000E+00
mat07    5.8657256170E+04    1.3812061927E+06    2.9970835815E+06    5.5966917517E+05    6.3005458166E+05    0.0000000000E+00    0.0000000000E+00
mat07    6.1213091604E+04    1.3811202794E+06    2.9969558802E+06    5.5965378960E+05    6.3005707831E+05    0.0000000000E+00    0.0000000000E+00
mat07    6.3769085422E+04    1.3810341859E+06    2.9986792580E+06    5.5963838502E+05    6.3005957676E+05    0.0000000000E+00    0.0000000000E+00
mat07    6.6325573987E+04    1.3809478944E+06    2.9985514912E+06    5.5962296148E+05    6.3006211822E+05    0.0000000000E+00    0.0000000000E+00
mat07    6.8882589621E+04    1.3808614347E+06    2.9984237026E+06    5.5960751647E+05    6.3006476319E+05    0.0000000000E+00    0.0000000000E+00
mat07    7.1440468419E+04    1.3807748980E+06    2.9982958908E+06    5.5958365744E+05    6.3006740886E+05    0.0000000000E+00    0.0000000000E+00
